 ,Char. Length,Eucl. Length,File Name
240,29.4142,29.0172,Bimodal_2_m02_S1_Intersections2.csv
241,29.1421,17.8045,Bimodal_2_m02_S1_Intersections2.csv
242,29.0711,27.1662,Bimodal_2_m02_S1_Intersections2.csv
243,28.9706,24.6982,Bimodal_2_m02_S1_Intersections2.csv
244,28.8701,28.3196,Bimodal_2_m02_S1_Intersections2.csv
245,28.6569,27.2947,Bimodal_2_m02_S1_Intersections2.csv
246,27.8995,25.1794,Bimodal_2_m02_S1_Intersections2.csv
247,27.3848,25.5539,Bimodal_2_m02_S1_Intersections2.csv
248,27.3137,24.7386,Bimodal_2_m02_S1_Intersections2.csv
249,26.8284,26.0768,Bimodal_2_m02_S1_Intersections2.csv
250,26.0711,24.5153,Bimodal_2_m02_S1_Intersections2.csv
251,25.9706,24.1868,Bimodal_2_m02_S1_Intersections2.csv
252,25.3848,23.8537,Bimodal_2_m02_S1_Intersections2.csv
253,25.0711,23.5372,Bimodal_2_m02_S1_Intersections2.csv
254,25.0416,24.7588,Bimodal_2_m02_S1_Intersections2.csv
255,24.5563,22.8254,Bimodal_2_m02_S1_Intersections2.csv
256,24.4853,22.8035,Bimodal_2_m02_S1_Intersections2.csv
257,24.4853,22.8035,Bimodal_2_m02_S1_Intersections2.csv
258,23.8995,19.6977,Bimodal_2_m02_S1_Intersections2.csv
259,23.8284,23.0868,Bimodal_2_m02_S1_Intersections2.csv
260,23.1421,20.8087,Bimodal_2_m02_S1_Intersections2.csv
261,22.7279,20.2485,Bimodal_2_m02_S1_Intersections2.csv
262,22.3782,20.8087,Bimodal_2_m02_S1_Intersections2.csv
263,22.3137,19.9249,Bimodal_2_m02_S1_Intersections2.csv
264,22.2426,21.0238,Bimodal_2_m02_S1_Intersections2.csv
265,21.7990,21.2132,Bimodal_2_m02_S1_Intersections2.csv
266,21.3137,19.6977,Bimodal_2_m02_S1_Intersections2.csv
267,21.1421,19.7231,Bimodal_2_m02_S1_Intersections2.csv
268,21.0000,21.0000,Bimodal_2_m02_S1_Intersections2.csv
269,20.7279,19.2354,Bimodal_2_m02_S1_Intersections2.csv
270,19.8995,18.3848,Bimodal_2_m02_S1_Intersections2.csv
271,19.8284,19.1050,Bimodal_2_m02_S1_Intersections2.csv
272,19.8284,19.1050,Bimodal_2_m02_S1_Intersections2.csv
273,19.3848,19.1050,Bimodal_2_m02_S1_Intersections2.csv
274,19.3137,17.2047,Bimodal_2_m02_S1_Intersections2.csv
275,19.1421,17.8045,Bimodal_2_m02_S1_Intersections2.csv
276,19.0711,17.7200,Bimodal_2_m02_S1_Intersections2.csv
277,18.8284,18.0000,Bimodal_2_m02_S1_Intersections2.csv
278,18.4853,17.0880,Bimodal_2_m02_S1_Intersections2.csv
279,18.4142,18.0278,Bimodal_2_m02_S1_Intersections2.csv
280,18.2426,17.2627,Bimodal_2_m02_S1_Intersections2.csv
281,18.0711,16.7631,Bimodal_2_m02_S1_Intersections2.csv
282,17.9706,17.6918,Bimodal_2_m02_S1_Intersections2.csv
283,17.8995,16.5529,Bimodal_2_m02_S1_Intersections2.csv
284,17.8284,17.1172,Bimodal_2_m02_S1_Intersections2.csv
285,17.6569,15.2971,Bimodal_2_m02_S1_Intersections2.csv
286,17.5563,17.0294,Bimodal_2_m02_S1_Intersections2.csv
287,17.4142,17.0294,Bimodal_2_m02_S1_Intersections2.csv
288,17.0000,17.0000,Bimodal_2_m02_S1_Intersections2.csv
289,16.8995,14.8661,Bimodal_2_m02_S1_Intersections2.csv
290,16.8284,16.1245,Bimodal_2_m02_S1_Intersections2.csv
291,16.7279,15.8114,Bimodal_2_m02_S1_Intersections2.csv
292,16.3137,15.2643,Bimodal_2_m02_S1_Intersections2.csv
293,16.2426,15.0333,Bimodal_2_m02_S1_Intersections2.csv
294,16.0000,16.0000,Bimodal_2_m02_S1_Intersections2.csv
295,15.8284,15.1327,Bimodal_2_m02_S1_Intersections2.csv
296,15.4142,15.0333,Bimodal_2_m02_S1_Intersections2.csv
297,14.8995,13.8924,Bimodal_2_m02_S1_Intersections2.csv
298,14.4142,14.0357,Bimodal_2_m02_S1_Intersections2.csv
299,14.3137,13.4536,Bimodal_2_m02_S1_Intersections2.csv
