 ,Angle,Frequency,Normalized Frequency
1,-90,7362.8876,0.0162
2,-89,5089.1615,0.0112
3,-88,3461.7113,0.0076
4,-87,2589.4913,0.0057
5,-86,3050.6234,0.0067
6,-85,3407.0702,0.0075
7,-84,2099.9694,0.0046
8,-83,2147.6935,0.0047
9,-82,1633.2904,0.0036
10,-81,1168.3568,0.0026
11,-80,850.3116,0.0019
12,-79,681.7135,0.0015
13,-78,581.2327,0.0013
14,-77,577.8816,0.0013
15,-76,674.7291,0.0015
16,-75,861.0736,0.0019
17,-74,800.7281,0.0018
18,-73,615.5919,0.0014
19,-72,541.2666,0.0012
20,-71,506.2145,0.0011
21,-70,487.1324,0.0011
22,-69,531.2659,0.0012
23,-68,722.7927,0.0016
24,-67,883.1254,0.0019
25,-66,3025.8656,0.0066
26,-65,2069.8129,0.0045
27,-64,754.1105,0.0017
28,-63,645.6307,0.0014
29,-62,821.0864,0.0018
30,-61,1412.1991,0.0031
31,-60,1247.8842,0.0027
32,-59,1062.1078,0.0023
33,-58,1062.4313,0.0023
34,-57,1063.5314,0.0023
35,-56,1255.4686,0.0028
36,-55,1432.0128,0.0031
37,-54,1461.1810,0.0032
38,-53,1472.3737,0.0032
39,-52,1671.3146,0.0037
40,-51,2150.6520,0.0047
41,-50,3024.9188,0.0066
42,-49,6120.3275,0.0134
43,-48,9216.6171,0.0202
44,-47,7751.3983,0.0170
45,-46,11621.4530,0.0255
46,-45,22048.0331,0.0484
47,-44,14459.3807,0.0317
48,-43,8326.9764,0.0183
49,-42,7424.7372,0.0163
50,-41,6807.8485,0.0149
51,-40,4960.1136,0.0109
52,-39,3743.7621,0.0082
53,-38,3785.5594,0.0083
54,-37,4069.9125,0.0089
55,-36,3206.0760,0.0070
56,-35,2158.9335,0.0047
57,-34,1934.7906,0.0042
58,-33,1694.1949,0.0037
59,-32,1813.0333,0.0040
60,-31,1861.1740,0.0041
61,-30,1516.6075,0.0033
62,-29,1374.6417,0.0030
63,-28,1161.0887,0.0025
64,-27,1376.6014,0.0030
65,-26,1824.2252,0.0040
66,-25,1899.2452,0.0042
67,-24,2654.5834,0.0058
68,-23,2946.4071,0.0065
69,-22,2774.5426,0.0061
70,-21,2518.1530,0.0055
71,-20,2046.0321,0.0045
72,-19,1439.5890,0.0032
73,-18,959.5297,0.0021
74,-17,1370.5421,0.0030
75,-16,1584.1842,0.0035
76,-15,1902.1954,0.0042
77,-14,903.4105,0.0020
78,-13,298.3086,0.0007
79,-12,251.4976,0.0006
80,-11,293.0358,0.0006
81,-10,438.8844,0.0010
82,-9,629.9174,0.0014
83,-8,914.1222,0.0020
84,-7,1566.1295,0.0034
85,-6,2009.4003,0.0044
86,-5,2491.0756,0.0055
87,-4,3409.9559,0.0075
88,-3,4920.0311,0.0108
89,-2,4039.9423,0.0089
90,-1,5343.0580,0.0117
91,0,5362.1722,0.0118
92,1,4341.6395,0.0095
93,2,4302.3905,0.0094
94,3,2896.2015,0.0064
95,4,2093.4840,0.0046
96,5,1682.9296,0.0037
97,6,1640.2889,0.0036
98,7,2498.2501,0.0055
99,8,2188.9789,0.0048
100,9,2022.2833,0.0044
101,10,1901.9708,0.0042
102,11,1749.1996,0.0038
103,12,1785.5934,0.0039
104,13,1684.1078,0.0037
105,14,829.3284,0.0018
106,15,580.6416,0.0013
107,16,451.6614,0.0010
108,17,915.9364,0.0020
109,18,1399.6698,0.0031
110,19,1073.1569,0.0024
111,20,1250.1368,0.0027
112,21,419.3202,0.0009
113,22,653.4148,0.0014
114,23,279.6334,0.0006
115,24,0.0000,0.0000
116,25,76.8616,0.0002
117,26,111.4327,0.0002
118,27,101.6793,0.0002
119,28,102.0503,0.0002
120,29,117.7244,0.0003
121,30,110.4470,0.0002
122,31,221.3086,0.0005
123,32,208.1174,0.0005
124,33,229.1090,0.0005
125,34,286.5035,0.0006
126,35,650.3282,0.0014
127,36,947.3519,0.0021
128,37,931.4740,0.0020
129,38,846.9694,0.0019
130,39,959.7592,0.0021
131,40,1519.8517,0.0033
132,41,2483.5228,0.0054
133,42,3419.0038,0.0075
134,43,3342.9379,0.0073
135,44,4344.3846,0.0095
136,45,3570.1971,0.0078
137,46,2502.6429,0.0055
138,47,2261.9781,0.0050
139,48,2390.6200,0.0052
140,49,2274.8461,0.0050
141,50,2141.8114,0.0047
142,51,1960.5763,0.0043
143,52,1764.9762,0.0039
144,53,1719.8412,0.0038
145,54,1998.6315,0.0044
146,55,2721.5453,0.0060
147,56,3463.0140,0.0076
148,57,3070.4564,0.0067
149,58,2116.3397,0.0046
150,59,1543.1105,0.0034
151,60,1260.2626,0.0028
152,61,1163.7096,0.0026
153,62,1128.6161,0.0025
154,63,1141.7147,0.0025
155,64,1237.3146,0.0027
156,65,1161.6234,0.0025
157,66,1129.0865,0.0025
158,67,1063.1481,0.0023
159,68,1083.9069,0.0024
160,69,1019.4794,0.0022
161,70,1056.2382,0.0023
162,71,1199.8339,0.0026
163,72,1544.9171,0.0034
164,73,2692.8622,0.0059
165,74,2830.6979,0.0062
166,75,3096.7533,0.0068
167,76,4789.5233,0.0105
168,77,5429.9052,0.0119
169,78,3609.2391,0.0079
170,79,3240.7250,0.0071
171,80,3735.2719,0.0082
172,81,4595.8856,0.0101
173,82,4806.8319,0.0105
174,83,3306.3207,0.0073
175,84,4014.9608,0.0088
176,85,4047.2338,0.0089
177,86,3749.2299,0.0082
178,87,3936.0629,0.0086
179,88,4278.5472,0.0094
180,89,5261.9974,0.0115
