 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
64,,89,35.5563,13.7972,8.2132,92.7427,0.8846,1.6799,0.5953,0.9418
65,,24,17.0711,5.7746,5.2917,135.0000,1.0000,1.0913,0.9164,0.9796
66,,72,30.3848,10.2732,8.9236,118.2808,0.9800,1.1512,0.8686,0.9231
67,,23,16.4853,5.4332,5.3900,90.0000,1.0000,1.0080,0.9920,0.9583
68,,50,25.3137,9.7133,6.5541,90.0000,0.9805,1.4820,0.6748,0.9615
69,,16,13.6569,4.5135,4.5135,0.0000,1.0000,1.0000,1.0000,1.0000
70,Mean,3425.1739,212.8305,72.1607,35.7798,82.4432,0.6752,2.0716,0.5673,0.9148
71,SD,6360.7841,206.4736,61.9846,35.0307,47.9477,0.1945,0.9928,0.2053,0.0733
72,Min,16,13.6569,4.5135,4.2849,0.0000,0.2555,1.0000,0.1637,0.5524
73,Max,34969,1019.2001,277.5407,208.9446,178.5607,1.0000,6.1076,1.0000,1.0000
