 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,542,96.8112,35.7238,19.3175,135.9329,0.7267,1.8493,0.5407,0.9353
2,,264,61.3553,22.9588,14.6408,36.4413,0.8813,1.5681,0.6377,0.9378
3,,104,41.2132,17.2991,7.6545,18.0853,0.7694,2.2600,0.4425,0.9163
4,,268,68.4264,25.4752,13.3946,27.8423,0.7193,1.9019,0.5258,0.9100
5,,1025,174.2670,74.4001,17.5412,110.2799,0.4241,4.2414,0.2358,0.8731
6,,2895,236.0071,91.8493,40.1313,69.1601,0.6531,2.2887,0.4369,0.9428
7,,99,37.2132,14.3391,8.7907,128.8559,0.8984,1.6312,0.6131,0.9340
8,,4434,308.4924,104.2395,54.1594,168.0047,0.5855,1.9247,0.5196,0.9575
9,,2758,249.6812,102.4746,34.2680,92.0972,0.5559,2.9904,0.3344,0.9532
10,,882,135.5391,52.1579,21.5307,117.0980,0.6033,2.4225,0.4128,0.9388
11,,905,129.8823,48.2365,23.8882,79.9081,0.6742,2.0193,0.4952,0.9471
12,,5359,332.2914,129.9802,52.4948,112.8135,0.6099,2.4761,0.4039,0.9698
13,,305,69.9411,22.4579,17.2918,18.1801,0.7835,1.2988,0.7700,0.9104
14,,1908,192.8528,60.7073,40.0173,93.9975,0.6447,1.5170,0.6592,0.9289
15,,649,115.8823,39.6948,20.8172,120.1163,0.6073,1.9068,0.5244,0.9219
16,,2182,221.6640,77.1238,36.0227,39.0791,0.5581,2.1410,0.4671,0.8667
17,,1589,178.7107,72.0544,28.0785,169.1010,0.6252,2.5662,0.3897,0.9375
18,,31920,1019.2001,277.5407,146.4355,103.3857,0.3861,1.8953,0.5276,0.8792
19,,864,133.0538,49.1635,22.3759,164.1106,0.6133,2.1972,0.4551,0.9300
20,,198,72.6690,31.2663,8.0630,61.3882,0.4712,3.8777,0.2579,0.7719
21,,503,90.0833,29.2278,21.9120,59.0987,0.7789,1.3339,0.7497,0.9402
22,,18,14.4853,5.3486,4.2849,90.0000,1.0000,1.2483,0.8011,0.9474
23,,217,59.3553,21.1192,13.0826,51.0766,0.7740,1.6143,0.6195,0.9156
24,,1062,136.6102,53.1022,25.4637,67.6972,0.7151,2.0854,0.4795,0.9436
25,,10553,559.0610,237.7346,56.5189,80.4321,0.4243,4.2063,0.2377,0.9283
26,,10810,602.8671,174.3728,78.9327,37.3453,0.3738,2.2091,0.4527,0.8441
27,,4505,366.8600,160.2943,35.7838,116.9015,0.4206,4.4795,0.2232,0.8904
28,,544,94.6690,35.3583,19.5892,90.2328,0.7628,1.8050,0.5540,0.9552
29,,4543,313.6640,113.1718,51.1110,72.7268,0.5803,2.2142,0.4516,0.9411
30,,34969,893.2346,213.0896,208.9446,31.7359,0.5508,1.0198,0.9805,0.9450
31,,827,112.7107,33.9804,30.9875,97.4659,0.8181,1.0966,0.9119,0.9425
32,,1821,212.0071,87.4879,26.5016,125.5334,0.5091,3.3012,0.3029,0.9334
33,,1159,147.9239,47.2285,31.2456,8.3863,0.6656,1.5115,0.6616,0.8721
34,,18,14.4853,5.3486,4.2849,90.0000,1.0000,1.2483,0.8011,0.9474
35,,1631,200.6518,71.8774,28.8916,144.2010,0.5091,2.4878,0.4020,0.8920
36,,16613,524.4407,188.0672,112.4722,142.2966,0.7590,1.6721,0.5980,0.9605
37,,33,20.7279,7.3587,5.7098,16.1833,0.9652,1.2888,0.7759,0.8919
38,,1196,182.2082,82.7581,18.4005,147.9432,0.4527,4.4976,0.2223,0.9102
39,,1346,149.6396,54.1515,31.6479,38.9140,0.7554,1.7111,0.5844,0.9594
40,,13382,664.0803,165.2559,103.1037,11.9844,0.3813,1.6028,0.6239,0.7551
41,,4680,309.8478,104.3748,57.0900,28.6281,0.6126,1.8282,0.5470,0.9416
42,,1296,226.9949,100.3906,16.4370,72.6073,0.3161,6.1076,0.1637,0.8810
43,,3964,253.6812,94.6859,53.3038,178.5607,0.7740,1.7763,0.5630,0.9766
44,,4813,486.5412,114.9555,53.3085,45.4106,0.2555,2.1564,0.4637,0.5524
45,,1861,199.5807,56.6367,41.8368,4.4097,0.5871,1.3538,0.7387,0.8949
46,,3457,269.1787,103.0297,42.7216,117.4330,0.5996,2.4117,0.4147,0.9246
47,,7268,418.6173,177.2945,52.1951,26.0868,0.5212,3.3968,0.2944,0.9668
48,,7148,365.8478,113.7906,79.9812,48.5705,0.6711,1.4227,0.7029,0.9379
49,,15983,689.4113,214.4818,94.8807,126.8458,0.4226,2.2605,0.4424,0.8460
50,,537,93.4975,30.9068,22.1223,31.7670,0.7719,1.3971,0.7158,0.9291
51,,718,104.9533,39.5602,23.1087,127.6139,0.8191,1.7119,0.5841,0.9466
52,,54,26.1421,9.4511,7.2748,9.3993,0.9929,1.2991,0.7697,0.9310
53,,1713,182.3675,59.3249,36.7646,76.5625,0.6473,1.6136,0.6197,0.9506
54,,804,122.8528,45.6782,22.4108,41.7804,0.6694,2.0382,0.4906,0.9252
55,,2622,283.3797,117.6511,28.3757,102.9881,0.4103,4.1462,0.2412,0.8539
56,,6050,329.9899,89.9710,85.6176,107.9013,0.6982,1.0508,0.9516,0.9675
57,,217,58.2843,22.0168,12.5492,97.4059,0.8027,1.7544,0.5700,0.9394
58,,377,77.5980,27.6447,17.3636,27.3203,0.7868,1.5921,0.6281,0.9309
59,,1619,170.0244,57.6276,35.7706,22.9572,0.7038,1.6110,0.6207,0.9294
60,,3243,238.0244,94.9208,43.5006,83.5733,0.7193,2.1821,0.4583,0.9602
61,,33,20.4853,6.6634,6.3056,152.2813,0.9882,1.0567,0.9463,0.9565
62,,1265,218.3503,58.8166,27.3842,171.4854,0.3334,2.1478,0.4656,0.5906
63,,1441,166.2670,54.2313,33.8317,74.9356,0.6550,1.6030,0.6238,0.9452
