 ,Char. Length,Eucl. Length,File Name
147,50.2130,45.8800,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
148,50.0710,48.2600,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
149,49.5270,45.7930,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
150,48.5980,46.2280,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
151,48.5270,45.2770,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
152,48.4560,42.0120,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
153,48.4260,46.8610,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
154,48.2130,44.5980,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
155,47.6980,44.2940,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
156,47.6980,44.2940,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
157,46.9710,43.0120,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
158,46.8990,44.5530,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
159,46.3850,43.0120,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
160,46.2130,42.1540,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
161,46.2130,42.1540,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
162,45.6270,38.5880,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
163,45.1420,42.2020,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
164,45.0710,43.2900,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
165,44.3850,40.5220,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
166,44.2430,43.1050,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
167,44.1420,41.2310,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
168,43.5500,40.2620,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
169,43.1840,41.8690,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
170,42.8700,39.4460,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
171,42.5560,39.5600,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
172,42.5270,39.8250,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
173,41.9410,39.6990,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
174,41.6980,39.1150,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
175,41.4850,39.2050,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
176,41.0710,39.3190,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
177,40.2430,39.1150,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
178,39.8700,36.8920,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
179,39.6570,38.2100,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
180,39.2840,36.8920,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
181,39.1420,35.9030,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
182,39.0710,37.3360,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
183,38.4140,38.0130,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
184,37.2130,34.4380,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
185,36.8990,34.3660,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
186,36.8700,34.6700,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
187,36.7280,33.7340,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
188,36.6570,34.3660,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
189,35.6570,34.2340,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
190,35.5560,32.3110,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
191,35.3850,32.6960,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
192,35.1130,34.0590,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
193,35.0420,32.4500,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
194,34.9710,32.3110,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
195,34.8700,33.0150,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
196,34.6270,31.9060,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
197,34.2840,32.5580,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
198,33.6270,30.6100,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
199,33.4850,31.2570,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
200,33.4140,33.0150,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
201,33.4140,33.0150,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
202,33.4140,33.0150,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
203,32.1130,31.8280,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
204,31.8280,31.0640,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
205,30.2430,28.0710,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
206,30.0710,28.4430,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
207,29.1420,25.2390,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
208,28.8280,28.0710,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
209,28.7990,26.4010,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
210,28.7990,26.9260,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
211,28.4140,28.0180,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
212,28.2130,26.4010,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
213,27.7280,25.6320,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
214,27.3850,25.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
215,27.2130,25.8070,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
216,26.9710,25.0600,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
217,26.8990,24.3520,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
218,26.1420,24.1660,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
219,25.7990,24.4130,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
220,25.4140,25.0200,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
221,25.2430,24.1870,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
222,24.8990,23.0870,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
223,24.8280,24.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
224,24.6270,24.0830,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
225,24.3140,22.4720,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
226,24.2430,23.1950,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
227,23.8990,21.5410,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
228,23.7280,20.1250,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
229,23.6570,22.0910,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
230,23.4850,21.8400,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
231,23.4140,23.0220,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
232,23.3850,22.0230,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
233,23.2130,22.6720,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
234,22.4140,22.0230,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
235,22.2430,21.2130,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
236,21.3140,17.0880,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
237,20.6570,18.6820,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
238,20.6570,19.4160,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
239,20.3850,19.8490,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
240,20.2430,19.2350,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
241,19.9710,19.2090,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
242,18.8280,18.1110,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
243,18.4140,18.0280,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
244,18.3140,15.5240,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
245,18.2430,17.2630,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
246,17.4850,16.1550,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
247,16.8990,15.2640,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
248,15.8280,15.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
249,15.4140,15.0330,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
250,15.2430,14.0360,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
251,15.1420,14.8660,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
252,15.0000,15.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
253,14.4850,12.6490,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
254,14.4140,14.0360,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
255,14.3140,13.6010,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
256,14.2430,13.3420,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
257,14.0710,12.5300,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
258,13.8280,13.1530,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
259,13.6570,12.1660,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
260,13.2430,12.0420,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
261,13.0000,13.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
262,12.4140,12.0420,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
263,12.4140,12.0420,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
264,12.4140,12.0420,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
265,12.4140,12.0420,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
266,11.4140,11.0450,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
267,11.0710,10.2960,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
268,10.8280,10.1980,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
269,10.8280,10.1980,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
270,10.6570,9.8490,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
271,10.6570,9.8490,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
272,10.6570,9.8490,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
273,10.4850,10.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
274,10.0000,10.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
275,9.6570,8.9440,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
276,9.4140,9.0550,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
277,9.4140,9.0550,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
278,9.0710,8.4850,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
279,9.0710,8.6020,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
280,9.0000,9.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
281,8.8280,7.2110,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
282,8.4140,8.0620,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
283,8.0710,7.8100,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
284,7.6570,7.2110,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
285,7.4140,7.0710,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
286,7.2430,6.7080,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
287,7.0000,7.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
288,7.0000,7.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
289,7.0000,7.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
290,6.8280,6.3250,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
291,6.8280,6.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
292,6.1230,5.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
293,6.0000,6.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
294,5.8280,5.3850,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
295,5.4140,5.0990,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
296,5.4140,5.0990,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
297,5.2430,5.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
298,5.0000,5.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
299,4.8280,4.2430,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
300,4.8280,4.4720,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
301,4.4140,4.1230,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
302,4.4140,4.1230,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
303,4.4140,4.1230,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
304,4.4140,4.1230,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
305,4.0000,4.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
306,4.0000,4.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
307,4.0000,4.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
308,3.8280,3.6060,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
309,3.4140,3.1620,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
310,3.4140,3.1620,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
311,3.4140,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
312,3.0000,3.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
313,3.0000,3.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
314,2.8280,2.8280,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
315,2.8280,2.8280,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
316,2.4140,2.2360,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
317,2.4140,2.2360,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
318,2.4140,2.2360,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
319,2.0000,2.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
320,1.4140,1.4140,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
321,1.4140,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
322,1.4140,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
323,1.0000,1.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
324,1.0000,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
325,1.0000,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
326,1.0000,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
327,1.0000,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
328,1.0000,0.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
329,2.0000,2.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
330,1.0000,1.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
331,2.0000,2.0000,Gel-glu ES 221023_LM_01_segmented_Intersections2.csv
