 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,179,50.5269,18.2397,12.4953,2.3380,0.8811,1.4597,0.6851,0.9203
2,,239,60.5269,22.4621,13.5474,86.4584,0.8198,1.6580,0.6031,0.9264
3,,3508,281.3209,109.5823,40.7595,152.7082,0.5570,2.6885,0.3720,0.9518
4,,4920,362.2325,141.9346,44.1354,66.7974,0.4712,3.2159,0.3110,0.8417
5,,156,48.5269,18.5305,10.7188,57.6746,0.8325,1.7288,0.5784,0.9123
6,,846,121.7401,43.3588,24.8429,176.5992,0.7173,1.7453,0.5730,0.9421
7,,369,83.6396,33.7669,13.9138,136.2452,0.6628,2.4269,0.4121,0.8817
8,,153,45.1127,15.5798,12.5037,143.6747,0.9447,1.2460,0.8026,0.9217
9,,507,89.1543,32.7640,19.7025,131.5673,0.8016,1.6629,0.6013,0.9406
10,,795,131.8823,47.3302,21.3865,16.8849,0.5744,2.2131,0.4519,0.8943
11,,695,115.6396,46.5063,19.0276,18.3038,0.6531,2.4442,0.4091,0.9242
12,,9014,458.2569,150.1019,76.4613,32.5614,0.5394,1.9631,0.5094,0.9600
13,,1378,149.9239,52.7106,33.2860,84.9428,0.7704,1.5836,0.6315,0.9606
14,,2555,213.1371,75.5121,43.0809,6.3909,0.7068,1.7528,0.5705,0.9612
15,,814,124.8112,44.1698,23.4644,167.4037,0.6566,1.8824,0.5312,0.9346
16,,286,64.4264,23.8728,15.2536,112.8127,0.8659,1.5651,0.6390,0.9408
17,,6862,385.1615,108.6881,80.3857,5.1171,0.5813,1.3521,0.7396,0.9291
18,,632,122.7107,53.0701,15.1627,25.3741,0.5274,3.5000,0.2857,0.9199
19,,349,81.3970,34.3387,12.9405,38.9469,0.6619,2.6536,0.3769,0.9160
20,,281,64.7696,24.0167,14.8972,150.0757,0.8417,1.6122,0.6203,0.9336
21,,6528,436.0143,116.3089,71.4623,36.9817,0.4315,1.6276,0.6144,0.9008
22,,11892,923.4184,137.1015,110.4391,156.3149,0.1753,1.2414,0.8055,0.6863
23,,229,58.1838,21.5819,13.5100,136.4446,0.8500,1.5975,0.6260,0.9234
24,,1468,164.8528,57.9855,32.2342,53.0671,0.6788,1.7989,0.5559,0.8854
25,,22240,695.5706,199.7226,141.7809,155.4039,0.5776,1.4087,0.7099,0.9125
26,,10417,492.8600,133.4851,99.3619,135.8734,0.5389,1.3434,0.7444,0.8974
27,,15,16.4853,6.5618,2.9106,95.5489,0.6936,2.2545,0.4436,0.8333
28,,2431,201.4802,60.8129,50.8978,66.3460,0.7525,1.1948,0.8370,0.9645
29,,10,10.4853,4.1979,3.0331,180.0000,1.0000,1.3840,0.7225,0.9091
30,,145,47.2132,18.4521,10.0054,105.6590,0.8174,1.8442,0.5422,0.9295
31,,432,86.8112,34.8933,15.7635,56.9977,0.7203,2.2136,0.4518,0.9330
32,,266,61.5980,21.0999,16.0513,125.0750,0.8810,1.3145,0.7607,0.9333
33,,161,47.6985,17.3448,11.8186,38.0903,0.8893,1.4676,0.6814,0.9253
34,,230,55.9411,17.9862,16.2816,130.8065,0.9236,1.1047,0.9052,0.9369
35,,2335,233.0782,88.3207,33.6616,60.7545,0.5401,2.6238,0.3811,0.9502
36,,2947,275.5635,65.2069,57.5436,62.5053,0.4877,1.1332,0.8825,0.7859
37,,2731,355.6884,104.3646,33.3180,51.3451,0.2713,3.1324,0.3192,0.7713
38,,29004,1232.0357,232.3369,158.9461,55.8130,0.2401,1.4617,0.6841,0.8181
39,,8729,516.9848,141.6619,78.4552,52.4630,0.4104,1.8056,0.5538,0.8418
40,,19794,1033.2834,208.3906,120.9388,118.2963,0.2330,1.7231,0.5803,0.7884
41,,272,62.4264,23.0625,15.0166,27.1026,0.8771,1.5358,0.6511,0.9267
42,,1656,158.2670,54.1090,38.9674,71.8741,0.8308,1.3886,0.7202,0.9583
43,,2936,260.7939,73.8833,50.5964,74.0535,0.5425,1.4602,0.6848,0.8719
44,,1923,173.7229,60.6871,40.3453,66.7172,0.8007,1.5042,0.6648,0.9539
45,,4229,315.5462,120.8668,44.5493,127.9924,0.5337,2.7131,0.3686,0.9138
46,,4585,339.7645,131.8662,44.2707,80.6311,0.4991,2.9786,0.3357,0.9331
47,,102,41.6985,16.9778,7.6494,42.4995,0.7372,2.2195,0.4506,0.8793
48,,1086,138.2670,49.3865,27.9983,104.3913,0.7138,1.7639,0.5669,0.9370
49,,454,91.0122,33.5895,17.2093,74.9270,0.6888,1.9518,0.5123,0.9218
50,,1750,224.8356,77.0086,28.9340,145.0240,0.4350,2.6615,0.3757,0.8317
51,,5445,397.2620,113.2467,61.2185,99.9986,0.4336,1.8499,0.5406,0.8239
52,,684,107.5391,41.4342,21.0188,145.3738,0.7432,1.9713,0.5073,0.9409
53,,1317,165.1543,69.3660,24.1740,92.5082,0.6068,2.8694,0.3485,0.9610
54,,5472,383.5046,114.4825,60.8579,80.0238,0.4675,1.8811,0.5316,0.9020
55,,2373,193.7645,68.9664,43.8097,41.4771,0.7943,1.5742,0.6352,0.9498
56,,1900,237.3797,100.0351,24.1831,79.0512,0.4237,4.1366,0.2417,0.8494
57,,567,93.7401,31.0394,23.2584,34.4250,0.8109,1.3345,0.7493,0.9326
58,,1875,198.7939,65.4300,36.4867,88.5164,0.5962,1.7933,0.5576,0.8480
59,,7054,453.7889,113.5107,79.1241,69.7298,0.4305,1.4346,0.6971,0.8506
60,,569,121.8406,49.0511,14.7698,88.1281,0.4817,3.3210,0.3011,0.7930
61,,312,67.8406,25.1735,15.7805,116.3331,0.8519,1.5952,0.6269,0.9286
62,,1439,216.8944,56.3891,32.4920,36.4547,0.3844,1.7355,0.5762,0.7737
63,,2547,232.2498,63.8887,50.7592,56.3768,0.5934,1.2587,0.7945,0.8951
64,,10523,432.8600,148.6130,90.1556,105.0011,0.7058,1.6484,0.6066,0.9490
65,,80,36.0416,13.3801,7.6127,67.6024,0.7739,1.7576,0.5690,0.8421
66,,559,97.7401,38.2585,18.6035,74.2357,0.7353,2.0565,0.4863,0.9127
67,,476,93.9828,38.0687,15.9202,64.1039,0.6772,2.3912,0.4182,0.9024
