 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
68,,176,48.5269,15.8911,14.1016,179.4353,0.9392,1.1269,0.8874,0.9215
69,,338,88.1838,37.0044,11.6298,75.4851,0.5462,3.1819,0.3143,0.8954
70,,2073,191.0366,70.3771,37.5041,19.3291,0.7138,1.8765,0.5329,0.9474
71,,2653,216.6934,61.4311,54.9869,68.6337,0.7100,1.1172,0.8951,0.9385
72,,2314,240.8356,74.2894,39.6594,68.7057,0.5013,1.8732,0.5339,0.8468
73,,746,109.9828,38.2941,24.8038,45.7973,0.7750,1.5439,0.6477,0.9570
74,,474,83.4975,26.9588,22.3866,82.0635,0.8544,1.2042,0.8304,0.9377
75,,114,39.6985,13.4727,10.7736,82.6886,0.9090,1.2505,0.7997,0.8976
76,,1065,132.4680,49.9046,27.1718,72.2785,0.7627,1.8366,0.5445,0.9539
77,,13210,702.5900,151.9857,110.6650,102.0887,0.3363,1.3734,0.7281,0.8540
78,,1456,164.2670,56.8164,32.6285,31.8719,0.6781,1.7413,0.5743,0.9464
79,,487,84.3259,29.7024,20.8760,12.0993,0.8606,1.4228,0.7028,0.9420
80,,523,92.2254,35.8355,18.5823,132.6369,0.7727,1.9285,0.5185,0.9314
81,,2803,245.7645,83.3327,42.8270,111.7633,0.5832,1.9458,0.5139,0.8934
82,,365,77.4975,30.8024,15.0875,142.5943,0.7637,2.0416,0.4898,0.9347
83,,111,38.0416,13.2892,10.6349,159.9512,0.9639,1.2496,0.8003,0.9250
84,,4542,418.7422,160.2685,36.0835,43.9739,0.3255,4.4416,0.2251,0.7260
85,,806,122.6102,44.8059,22.9039,43.0489,0.6737,1.9563,0.5112,0.9254
86,,758,141.1960,60.3280,15.9978,156.1093,0.4778,3.7710,0.2652,0.9227
87,,3426,348.3330,88.9265,49.0531,110.0847,0.3548,1.8129,0.5516,0.8417
88,,60,28.1421,9.7687,7.8203,108.4697,0.9520,1.2492,0.8005,0.9302
89,,126,42.2843,13.5141,11.8712,92.4102,0.8856,1.1384,0.8784,0.9032
90,,3270,332.7767,77.2770,53.8775,159.4272,0.3711,1.4343,0.6972,0.8355
91,,758,105.6396,36.4660,26.4662,149.4147,0.8535,1.3778,0.7258,0.9499
92,,1307,185.1371,66.2718,25.1106,146.1761,0.4792,2.6392,0.3789,0.8205
93,,61,27.7990,9.9873,7.7766,134.9321,0.9919,1.2843,0.7787,0.9037
94,,804,141.2965,61.3990,16.6727,71.2765,0.5061,3.6826,0.2715,0.9220
95,,1145,135.7817,45.9931,31.6974,19.6885,0.7804,1.4510,0.6892,0.9443
96,,235,62.6690,25.2871,11.8326,139.5707,0.7519,2.1371,0.4679,0.9109
97,,776,105.2965,33.5151,29.4803,165.1422,0.8795,1.1369,0.8796,0.9498
98,,223,60.7696,24.8686,11.4173,149.1360,0.7588,2.1781,0.4591,0.9215
99,,128,42.2843,14.4152,11.3058,89.3063,0.8996,1.2750,0.7843,0.9110
100,,837,169.2965,47.2851,22.5378,169.9439,0.3670,2.0980,0.4766,0.6707
101,,309,68.7696,25.9795,15.1439,81.2555,0.8211,1.7155,0.5829,0.9321
102,Mean,2645.6040,202.2902,61.5036,34.2922,89.6832,0.6648,1.9040,0.5818,0.8997
103,SD,4640.9967,209.9638,47.5199,29.7590,47.1023,0.1932,0.6952,0.1686,0.0590
104,Min,10,10.4853,4.1979,2.9106,2.3380,0.1753,1.1047,0.2251,0.6707
105,Max,29004,1232.0357,232.3369,158.9461,180.0000,1.0000,4.4416,0.9052,0.9645
