 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,1242,262.0244,96.5834,16.3730,76.6853,0.2273,5.8989,0.1695,0.9039
2,,1193,183.4802,64.7346,23.4647,134.9951,0.4453,2.7588,0.3625,0.9212
3,,2157,233.7817,90.7796,30.2532,76.1788,0.4960,3.0007,0.3333,0.9488
4,,33,34.6274,13.0011,3.2318,152.8007,0.3458,4.0229,0.2486,0.6735
5,,42,30.0416,12.2863,4.3525,134.9998,0.5848,2.8228,0.3543,0.7925
6,,540,136.4680,45.2695,15.1879,62.5048,0.3644,2.9806,0.3355,0.8882
7,,2151,281.0782,98.4494,27.8187,60.5329,0.3421,3.5390,0.2826,0.9336
8,,420,114.1249,42.7677,12.5038,128.4867,0.4052,3.4204,0.2924,0.8750
9,,2792,313.6468,124.5094,28.5511,146.7130,0.3567,4.3609,0.2293,0.9386
10,,3282,275.2376,109.1536,38.2834,72.6404,0.5444,2.8512,0.3507,0.9602
11,,33,35.2132,13.0011,3.2318,117.1993,0.3344,4.0229,0.2486,0.6735
12,,649,152.3675,54.3127,15.2143,158.4635,0.3513,3.5698,0.2801,0.8903
13,,5005,348.9361,113.6193,56.0870,12.9796,0.5166,2.0258,0.4936,0.9641
14,,420,113.5391,42.7677,12.5038,141.5133,0.4094,3.4204,0.2924,0.8750
15,,77,96.7107,43.0929,2.2751,121.4161,0.1035,18.9413,0.0528,0.5878
16,,5015,386.6346,123.7782,51.5866,173.0081,0.4216,2.3994,0.4168,0.9617
17,,110,57.0122,18.8924,7.4134,128.6187,0.4253,2.5484,0.3924,0.7885
18,,499,133.3381,48.1441,13.1968,134.9986,0.3527,3.6482,0.2741,0.8693
19,,1419,182.8112,71.2185,25.3688,77.1163,0.5336,2.8073,0.3562,0.9419
20,,2792,313.6468,124.5094,28.5511,123.2870,0.3567,4.3609,0.2293,0.9386
21,,1478,184.5513,73.2677,25.6845,149.3416,0.5453,2.8526,0.3506,0.9375
22,,5349,365.0610,108.5559,62.7378,20.6006,0.5044,1.7303,0.5779,0.9641
23,,9469,431.9899,137.6573,87.5821,40.7614,0.6376,1.5718,0.6362,0.9752
24,,448,105.2548,30.5292,18.6841,25.3701,0.5082,1.6340,0.6120,0.8987
25,,548,120.3675,40.4454,17.2513,133.5290,0.4753,2.3445,0.4265,0.8991
26,,442,102.5685,32.2963,17.4253,34.1057,0.5280,1.8534,0.5395,0.8984
27,,307,83.8406,23.9712,16.3064,10.2589,0.5488,1.4700,0.6803,0.8860
28,,7445,448.5513,187.3344,50.6008,81.6429,0.4650,3.7022,0.2701,0.9706
29,,548,120.3675,40.4454,17.2513,136.4710,0.4753,2.3445,0.4265,0.8991
30,,488,135.2965,48.0411,12.9335,69.2050,0.3350,3.7145,0.2692,0.8722
31,,25,22.9706,8.0867,3.9362,146.2947,0.5954,2.0544,0.4868,0.7463
32,,649,152.9533,54.3127,15.2143,111.5365,0.3486,3.5698,0.2801,0.8903
33,,6579,432.2325,147.0220,56.9754,73.9235,0.4425,2.5804,0.3875,0.9647
34,,1468,228.7351,93.4273,20.0061,147.7024,0.3526,4.6699,0.2141,0.9175
35,,2075,280.3675,128.5675,20.5493,80.8037,0.3317,6.2565,0.1598,0.9366
36,,3062,353.9310,141.5342,27.5457,148.2760,0.3072,5.1382,0.1946,0.9393
37,,291,121.5391,44.4569,8.3342,61.1168,0.2476,5.3343,0.1875,0.8140
38,,307,83.8406,23.9712,16.3064,79.7411,0.5488,1.4700,0.6803,0.8860
39,,8512,491.9970,160.5826,67.4906,134.9536,0.4419,2.3793,0.4203,0.9686
40,,1892,217.2792,61.0798,39.4397,43.2298,0.5036,1.5487,0.6457,0.9397
41,,1478,185.1371,73.2677,25.6845,120.6584,0.5419,2.8526,0.3506,0.9375
42,,3062,354.5168,141.5342,27.5457,121.7240,0.3062,5.1382,0.1946,0.9393
43,,424,88.5685,30.3834,17.7681,147.0318,0.6792,1.7100,0.5848,0.9070
44,,110,57.0122,18.8924,7.4134,141.3813,0.4253,2.5484,0.3924,0.7885
45,,109,52.7696,16.9421,8.1916,129.6664,0.4919,2.0682,0.4835,0.8104
46,,77,97.2965,43.0929,2.2751,148.5839,0.1022,18.9413,0.0528,0.5878
47,,838,124.2670,36.9276,28.8937,12.5887,0.6819,1.2781,0.7824,0.9255
48,,926,186.4508,84.1702,14.0076,151.2172,0.3347,6.0089,0.1664,0.8977
49,,5015,386.6346,123.7782,51.5866,96.9919,0.4216,2.3994,0.4168,0.9617
50,,25,22.9706,8.0867,3.9362,123.7053,0.5954,2.0544,0.4868,0.7463
51,,2954,252.3919,92.8965,40.4875,149.0519,0.5827,2.2944,0.4358,0.9549
52,,14,15.3137,4.5991,3.8758,33.1138,0.7502,1.1866,0.8427,0.7568
53,,169,59.6985,20.7550,10.3675,41.3055,0.5959,2.0019,0.4995,0.8645
54,,15,16.1421,6.2961,3.0334,42.6643,0.7234,2.0756,0.4818,0.7500
55,,703,184.2082,86.1708,10.3874,150.8871,0.2603,8.2957,0.1205,0.8717
56,,5562,303.9483,93.7499,75.5388,45.1190,0.7566,1.2411,0.8057,0.9706
57,,1468,228.7351,93.4273,20.0061,122.2976,0.3526,4.6699,0.2141,0.9175
58,,5349,365.6468,108.5559,62.7378,69.3994,0.5028,1.7303,0.5779,0.9641
59,,701,130.2254,36.7842,24.2643,5.5989,0.5194,1.5160,0.6596,0.9157
60,,1370,179.5807,58.7193,29.7064,151.4130,0.5338,1.9767,0.5059,0.9368
61,,333,85.6985,33.0924,12.8123,80.0302,0.5698,2.5829,0.3872,0.9000
62,,240,98.8112,45.2483,6.7534,151.2217,0.3089,6.7001,0.1493,0.8304
63,,109,52.1838,16.9421,8.1916,140.3336,0.5030,2.0682,0.4835,0.8104
64,,15,16.7279,6.2961,3.0334,47.3357,0.6736,2.0756,0.4818,0.7500
65,,1631,177.5807,47.5145,43.7057,160.9334,0.6499,1.0871,0.9198,0.9491
66,,39,28.9706,8.0056,6.2027,91.9662,0.5839,1.2906,0.7748,0.7647
67,,838,124.2670,36.9276,28.8937,77.4113,0.6819,1.2781,0.7824,0.9255
68,,1239,156.4680,42.1177,37.4556,179.0169,0.6360,1.1245,0.8893,0.9411
69,,41,28.6274,11.2109,4.6564,147.6195,0.6287,2.4076,0.4154,0.7810
70,,275,96.2254,37.6748,9.2938,57.7345,0.3732,4.0538,0.2467,0.8462
71,,16,16.7279,5.1227,3.9768,54.3078,0.7185,1.2881,0.7763,0.7619
72,,171,61.3553,17.3621,12.5402,45.7893,0.5708,1.3845,0.7223,0.8593
73,,424,89.1543,30.3834,17.7681,122.9682,0.6703,1.7100,0.5848,0.9070
74,,1711,164.1665,46.7054,46.6437,130.0265,0.7978,1.0013,0.9987,0.9527
75,,3627,290.1493,94.3941,48.9230,17.1492,0.5414,1.9294,0.5183,0.9586
76,,104,135.0955,59.1011,2.2405,150.6853,0.0716,26.3783,0.0379,0.5714
77,,14,15.3137,4.5991,3.8758,56.8862,0.7502,1.1866,0.8427,0.7568
78,,39,28.9706,8.0056,6.2027,178.0338,0.5839,1.2906,0.7748,0.7647
79,,316,110.5269,51.6844,7.7846,80.7183,0.3251,6.6393,0.1506,0.8658
80,,488,135.2965,48.0411,12.9335,20.7950,0.3350,3.7145,0.2692,0.8722
81,,1370,178.9949,58.7193,29.7064,118.5870,0.5373,1.9767,0.5059,0.9368
82,,198,67.1127,17.8918,14.0904,175.5558,0.5524,1.2698,0.7875,0.8609
83,,2954,252.3919,92.8965,40.4875,120.9481,0.5827,2.2944,0.4358,0.9549
84,,45,31.2132,10.2558,5.5867,68.7533,0.5804,1.8358,0.5447,0.7692
85,,6548,375.2203,100.1162,83.2750,173.3643,0.5844,1.2022,0.8318,0.9704
86,,364,82.8112,28.1317,16.4746,134.9967,0.6670,1.7076,0.5856,0.8933
87,,171,60.7696,17.3621,12.5402,44.2107,0.5819,1.3845,0.7223,0.8593
88,,4329,319.8234,127.0557,43.3814,86.4771,0.5318,2.9288,0.3414,0.9652
89,,9469,432.5757,137.6573,87.5821,49.2386,0.6359,1.5718,0.6362,0.9752
90,,926,187.0366,84.1702,14.0076,118.7828,0.3326,6.0089,0.1664,0.8977
91,,275,96.2254,37.6748,9.2938,32.2655,0.3732,4.0538,0.2467,0.8462
92,,45,30.6274,10.2558,5.5867,21.2467,0.6028,1.8358,0.5447,0.7692
93,,199,165.5980,73.6447,3.4405,81.2019,0.0912,21.4052,0.0467,0.7107
94,,5005,348.9361,113.6193,56.0870,77.0204,0.5166,2.0258,0.4936,0.9641
95,,3627,290.7351,94.3941,48.9230,72.8508,0.5392,1.9294,0.5183,0.9586
96,,1892,217.2792,61.0798,39.4397,46.7702,0.5036,1.5487,0.6457,0.9397
97,,6123,394.7351,115.5319,67.4796,166.2341,0.4938,1.7121,0.5841,0.9681
98,,6548,374.6346,100.1162,83.2750,96.6357,0.5863,1.2022,0.8318,0.9704
99,,16,16.7279,5.1227,3.9768,35.6922,0.7185,1.2881,0.7763,0.7619
100,,701,130.2254,36.7842,24.2643,84.4011,0.5194,1.5160,0.6596,0.9157
101,,1196,185.1371,65.6286,23.2032,134.9950,0.4385,2.8284,0.3536,0.9214
102,,703,184.7939,86.1708,10.3874,119.1129,0.2587,8.2957,0.1205,0.8717
103,,291,120.9533,44.4569,8.3342,28.8832,0.2500,5.3343,0.1875,0.8140
104,,36,28.1421,8.2098,5.5832,159.8818,0.5712,1.4705,0.6801,0.7826
105,Mean,1695.4135,172.5476,60.5083,24.4779,98.1488,0.4831,3.4945,0.4514,0.8748
106,SD,2263.0440,123.8909,43.3322,21.5045,48.3717,0.1530,3.9788,0.2274,0.0913
107,Min,14,15.3137,4.5991,2.2405,5.5989,0.0716,1.0013,0.0379,0.5714
108,Max,9469,491.9970,187.3344,87.5821,179.0169,0.7978,26.3783,0.9987,0.9752
