 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,89,100.4264,44.2609,2.5602,71.9228,0.1109,17.2879,0.0578,0.6380
2,,12265,437.5219,149.6263,104.3686,134.8469,0.8052,1.4336,0.6975,0.9847
3,,196,67.1127,21.4789,11.6186,124.6688,0.5468,1.8487,0.5409,0.8970
4,,1310,202.7107,80.5774,20.6999,103.7648,0.4006,3.8926,0.2569,0.9394
5,,2176,270.6102,106.7214,25.9608,97.3612,0.3734,4.1109,0.2433,0.9432
6,,8131,389.5219,136.5464,75.8183,120.5904,0.6734,1.8010,0.5553,0.9766
7,,20732,629.4802,229.1280,115.2055,171.4247,0.6575,1.9889,0.5028,0.9857
8,,655,138.1838,47.5666,17.5327,78.0413,0.4311,2.7130,0.3686,0.9278
9,,7337,357.5807,111.4065,83.8529,49.4430,0.7211,1.3286,0.7527,0.9776
10,,4126,270.6102,92.2793,56.9292,65.6504,0.7080,1.6209,0.6169,0.9704
11,,1591,215.7401,75.8773,26.6974,78.1749,0.4296,2.8421,0.3518,0.9533
12,,404,168.1249,78.6953,6.5365,71.8260,0.1796,12.0394,0.0831,0.8203
13,,4952,334.4508,113.5594,55.5223,18.6497,0.5563,2.0453,0.4889,0.9662
14,,727,135.1543,41.8367,22.1252,123.0752,0.5001,1.8909,0.5288,0.9156
15,,357,96.5269,30.6894,14.8112,103.6681,0.4815,2.0720,0.4826,0.8914
16,,460,110.9117,36.0102,16.2646,57.1711,0.4699,2.2140,0.4517,0.8993
17,,196,67.6985,21.4789,11.6186,145.3312,0.5374,1.8487,0.5409,0.8970
18,,1310,202.1249,80.5774,20.6999,166.2352,0.4029,3.8926,0.2569,0.9394
19,,727,134.5685,41.8367,22.1252,146.9248,0.5045,1.8909,0.5288,0.9156
20,,1810,177.3553,54.7948,42.0580,134.9676,0.7231,1.3028,0.7676,0.9648
21,,1730,171.5391,58.2541,37.8120,134.8798,0.7388,1.5406,0.6491,0.9553
22,,2358,218.8112,79.3864,37.8188,176.4599,0.6189,2.0991,0.4764,0.9560
23,,2224,366.3259,145.4846,19.4638,2.5617,0.2083,7.4746,0.1338,0.9311
24,,7975,371.3209,138.4157,73.3594,60.5580,0.7268,1.8868,0.5300,0.9776
25,,1424,179.7401,66.0798,27.4379,74.5803,0.5539,2.4083,0.4152,0.9535
26,,240,79.0122,29.4979,10.3593,63.0085,0.4831,2.8475,0.3512,0.8680
27,,216,72.5269,22.6433,12.1458,55.3608,0.5160,1.8643,0.5364,0.8834
28,,909,149.0122,57.8689,20.0000,96.4430,0.5144,2.8934,0.3456,0.9469
29,,6459,376.2082,128.9510,63.7750,3.7934,0.5735,2.0220,0.4946,0.9711
30,,2176,270.6102,106.7214,25.9608,172.6388,0.3734,4.1109,0.2433,0.9432
31,,675,181.2548,67.7361,12.6880,94.4362,0.2582,5.3386,0.1873,0.9109
32,,41,27.5563,8.6879,6.0087,115.8120,0.6785,1.4459,0.6916,0.8119
33,,982,174.9117,58.6481,21.3190,79.4364,0.4034,2.7510,0.3635,0.9321
34,,1330,192.8112,71.0683,23.8279,173.9535,0.4496,2.9826,0.3353,0.9324
35,,1243,228.8944,98.2353,16.1107,70.3016,0.2981,6.0975,0.1640,0.9100
36,,41,27.5563,8.6879,6.0087,154.1880,0.6785,1.4459,0.6916,0.8119
37,,4534,406.7422,169.1726,34.1241,134.9905,0.3444,4.9576,0.2017,0.9495
38,,1730,171.5391,58.2541,37.8120,135.1202,0.7388,1.5406,0.6491,0.9553
39,,357,96.5269,30.6894,14.8112,166.3319,0.4815,2.0720,0.4826,0.8914
40,,467,146.9949,53.6363,11.0858,124.6177,0.2716,4.8383,0.2067,0.8483
41,,96,62.8701,23.5518,5.1899,73.5861,0.3052,4.5380,0.2204,0.7742
42,,8131,389.5219,136.5464,75.8183,149.4096,0.6734,1.8010,0.5553,0.9766
43,,8060,445.2031,169.2173,60.6458,120.0652,0.5110,2.7903,0.3584,0.9700
44,,66,58.9706,21.8912,3.8387,95.0024,0.2385,5.7028,0.1754,0.7253
45,,562,112.3259,32.8412,21.7885,36.3407,0.5597,1.5073,0.6634,0.9176
46,,3212,283.2792,78.6004,52.0308,101.7209,0.5030,1.5107,0.6620,0.9534
47,,3499,323.5046,128.4525,34.6826,59.2525,0.4201,3.7037,0.2700,0.9518
48,,467,147.5807,53.6363,11.0858,145.3823,0.2694,4.8383,0.2067,0.8483
49,,2358,218.2254,79.3864,37.8188,93.5401,0.6222,2.0991,0.4764,0.9560
50,,1046,137.1543,42.3815,31.4243,74.6480,0.6988,1.3487,0.7415,0.9561
51,,957,152.4680,52.9340,23.0190,15.8999,0.5173,2.2996,0.4349,0.9337
52,,1330,192.2254,71.0683,23.8279,96.0465,0.4523,2.9826,0.3353,0.9324
53,,20732,629.4802,229.1280,115.2055,98.5753,0.6575,1.9889,0.5028,0.9857
54,,1141,231.0538,87.6478,16.5751,79.0370,0.2686,5.2879,0.1891,0.9077
55,,926,193.5219,70.8519,16.6406,49.9917,0.3107,4.2578,0.2349,0.9052
56,,8060,445.2031,169.2173,60.6458,149.9348,0.5110,2.7903,0.3584,0.9700
57,,4884,374.7351,115.9547,53.6287,75.9449,0.4371,2.1622,0.4625,0.9608
58,,299,105.8823,41.0311,9.2783,30.7854,0.3351,4.4223,0.2261,0.8458
59,,3331,259.9828,96.0347,44.1628,91.9322,0.6193,2.1746,0.4599,0.9716
60,,2224,366.3259,145.4846,19.4638,87.4383,0.2083,7.4746,0.1338,0.9311
61,,6459,375.6224,128.9510,63.7750,86.2066,0.5753,2.0220,0.4946,0.9711
62,,1179,163.2965,44.0643,34.0673,176.2176,0.5556,1.2934,0.7731,0.9335
63,,62,37.6985,14.3929,5.4847,142.6954,0.5482,2.6242,0.3811,0.7949
64,,1154,216.4680,77.9155,18.8579,79.7195,0.3095,4.1317,0.2420,0.9137
65,,3212,283.8650,78.6004,52.0308,168.2791,0.5009,1.5107,0.6620,0.9534
66,,62,37.1127,14.3929,5.4847,127.3046,0.5657,2.6242,0.3811,0.7949
67,,2281,234.4508,83.6474,34.7202,136.4963,0.5215,2.4092,0.4151,0.9504
68,,62,39.6985,12.6798,6.2257,127.0286,0.4944,2.0367,0.4910,0.7654
69,,165,83.2132,32.0694,6.5509,99.0364,0.2994,4.8954,0.2043,0.8753
70,,62,39.6985,12.6798,6.2257,142.9714,0.4944,2.0367,0.4910,0.7654
71,,3499,323.5046,128.4525,34.6826,30.7475,0.4201,3.7037,0.2700,0.9518
72,,116,71.3970,28.9715,5.0980,134.9998,0.2860,5.6829,0.1760,0.7582
73,,1846,186.5685,60.2008,39.0427,120.5866,0.6664,1.5419,0.6485,0.9550
74,,2281,235.0366,83.6474,34.7202,133.5037,0.5189,2.4092,0.4151,0.9504
75,,926,193.5219,70.8519,16.6406,40.0083,0.3107,4.2578,0.2349,0.9052
76,,1179,163.2965,44.0643,34.0673,93.7824,0.5556,1.2934,0.7731,0.9335
77,,210,77.4558,29.0519,9.2036,82.6676,0.4399,3.1566,0.3168,0.9111
78,,728,120.5685,41.8095,22.1700,134.9949,0.6293,1.8859,0.5303,0.9309
79,,982,174.9117,58.6481,21.3190,10.5636,0.4034,2.7510,0.3635,0.9321
80,,426,97.0122,32.0025,16.9487,101.4475,0.5688,1.8882,0.5296,0.9083
81,,276,87.4558,31.0265,11.3263,165.5802,0.4535,2.7393,0.3651,0.9324
82,,55,36.1421,11.5444,6.0660,85.6861,0.5291,1.9032,0.5254,0.8209
83,,43,39.2132,15.6663,3.4947,158.8480,0.3514,4.4828,0.2231,0.7611
84,,655,138.1838,47.5666,17.5327,11.9587,0.4311,2.7130,0.3686,0.9278
85,,675,180.6690,67.7361,12.6880,175.5638,0.2599,5.3386,0.1873,0.9109
86,,1046,137.1543,42.3815,31.4243,15.3520,0.6988,1.3487,0.7415,0.9561
87,,1591,215.1543,75.8773,26.6974,11.8251,0.4319,2.8421,0.3518,0.9533
88,,299,105.8823,41.0311,9.2783,59.2146,0.3351,4.4223,0.2261,0.8458
89,,3331,259.3970,96.0347,44.1628,178.0678,0.6221,2.1746,0.4599,0.9716
90,,1846,185.9828,60.2008,39.0427,149.4134,0.6707,1.5419,0.6485,0.9550
91,,1423,143.4975,42.8668,42.2663,134.5358,0.8684,1.0142,0.9860,0.9720
92,,385,80.1838,28.1695,17.4017,174.8776,0.7525,1.6188,0.6177,0.9156
93,,1852,237.0955,90.2003,26.1423,172.4083,0.4140,3.4504,0.2898,0.9490
94,,116,70.3848,26.6946,5.5328,1.2184,0.2942,4.8248,0.2073,0.8788
95,,909,148.4264,57.8689,20.0000,173.5570,0.5185,2.8934,0.3456,0.9469
96,,43,39.7990,15.6663,3.4947,111.1520,0.3411,4.4828,0.2231,0.7611
97,,994,164.6690,62.5396,20.2368,168.8123,0.4607,3.0904,0.3236,0.9360
98,,66,58.3848,21.8912,3.8387,174.9976,0.2433,5.7028,0.1754,0.7253
99,,790,180.3259,66.9881,15.0155,178.2927,0.3053,4.4613,0.2242,0.9054
100,,7337,357.5807,111.4065,83.8529,40.5570,0.7211,1.3286,0.7527,0.9776
101,,216,71.9411,22.6433,12.1458,34.6392,0.5245,1.8643,0.5364,0.8834
102,,7975,370.7351,138.4157,73.3594,29.4420,0.7291,1.8868,0.5300,0.9776
103,,957,153.0538,52.9340,23.0190,74.1001,0.5134,2.2996,0.4349,0.9337
104,,4884,374.1493,115.9547,53.6287,14.0551,0.4384,2.1622,0.4625,0.9608
105,,165,83.2132,32.0694,6.5509,170.9636,0.2994,4.8954,0.2043,0.8753
106,,210,77.4558,29.0519,9.2036,7.3324,0.4399,3.1566,0.3168,0.9111
107,,336,75.7990,23.3972,18.2846,45.0065,0.7349,1.2796,0.7815,0.9518
108,,104,43.7990,14.7088,9.0025,22.3037,0.6813,1.6339,0.6120,0.8703
109,,5212,427.3797,173.7147,38.2013,176.7097,0.3586,4.5474,0.2199,0.9604
110,,385,80.7696,28.1695,17.4017,95.1224,0.7416,1.6188,0.6177,0.9156
111,,55,36.1421,11.5444,6.0660,4.3139,0.5291,1.9032,0.5254,0.8209
112,,427,97.2548,31.5020,17.2584,144.6072,0.5673,1.8253,0.5479,0.9183
113,,621,104.8701,32.9530,23.9942,45.0093,0.7096,1.3734,0.7281,0.9416
114,,104,43.7990,14.7088,9.0025,67.6963,0.6813,1.6339,0.6120,0.8703
115,,426,96.4264,32.0025,16.9487,168.5525,0.5757,1.8882,0.5296,0.9083
116,,1154,216.4680,77.9155,18.8579,10.2805,0.3095,4.1317,0.2420,0.9137
117,,562,112.3259,32.8412,21.7885,53.6593,0.5597,1.5073,0.6634,0.9176
118,,460,110.9117,36.0102,16.2646,32.8289,0.4699,2.2140,0.4517,0.8993
119,,322,122.6690,43.4753,9.4302,167.2436,0.2689,4.6102,0.2169,0.8530
120,,427,96.6690,31.5020,17.2584,125.3928,0.5742,1.8253,0.5479,0.9183
121,,96,62.2843,23.5518,5.1899,16.4139,0.3110,4.5380,0.2204,0.7742
122,Mean,2097.2231,185.3216,66.0202,27.3667,98.3024,0.4928,3.0387,0.4291,0.9087
123,SD,3373.8364,125.3778,46.4871,23.3588,53.3314,0.1582,2.0976,0.1901,0.0664
124,Min,41,27.5563,8.6879,2.5602,1.2184,0.1109,1.0142,0.0578,0.6380
125,Max,20732,629.4802,229.1280,115.2055,178.2927,0.8684,17.2879,0.9860,0.9857
