 ,Angle,Frequency,Normalized Frequency
1,-90,2039.8054,0.0135
2,-89,2279.7282,0.0150
3,-88,1691.2077,0.0112
4,-87,2241.4030,0.0148
5,-86,1882.4782,0.0124
6,-85,1308.6193,0.0086
7,-84,1056.7807,0.0070
8,-83,1055.1981,0.0070
9,-82,1195.6255,0.0079
10,-81,592.4583,0.0039
11,-80,418.9023,0.0028
12,-79,394.9653,0.0026
13,-78,270.0226,0.0018
14,-77,232.7791,0.0015
15,-76,242.6933,0.0016
16,-75,302.5587,0.0020
17,-74,316.9638,0.0021
18,-73,308.3633,0.0020
19,-72,319.2029,0.0021
20,-71,375.8182,0.0025
21,-70,461.2238,0.0030
22,-69,548.5903,0.0036
23,-68,741.3741,0.0049
24,-67,837.5910,0.0055
25,-66,714.3044,0.0047
26,-65,941.2145,0.0062
27,-64,695.3659,0.0046
28,-63,309.4953,0.0020
29,-62,292.4199,0.0019
30,-61,318.3249,0.0021
31,-60,411.1733,0.0027
32,-59,595.8796,0.0039
33,-58,909.4161,0.0060
34,-57,600.4716,0.0040
35,-56,425.7194,0.0028
36,-55,545.1292,0.0036
37,-54,534.0674,0.0035
38,-53,593.2664,0.0039
39,-52,667.5543,0.0044
40,-51,831.0338,0.0055
41,-50,890.4584,0.0059
42,-49,1131.9299,0.0075
43,-48,1297.7131,0.0086
44,-47,1219.8481,0.0080
45,-46,1032.8116,0.0068
46,-45,841.6293,0.0056
47,-44,656.0154,0.0043
48,-43,494.9760,0.0033
49,-42,382.4954,0.0025
50,-41,565.3520,0.0037
51,-40,394.6127,0.0026
52,-39,269.2527,0.0018
53,-38,225.5599,0.0015
54,-37,230.6055,0.0015
55,-36,161.3613,0.0011
56,-35,303.5338,0.0020
57,-34,604.5005,0.0040
58,-33,570.1486,0.0038
59,-32,668.8217,0.0044
60,-31,773.5640,0.0051
61,-30,694.0388,0.0046
62,-29,703.4700,0.0046
63,-28,850.0010,0.0056
64,-27,1152.1730,0.0076
65,-26,1571.4721,0.0104
66,-25,1205.3044,0.0080
67,-24,1561.3962,0.0103
68,-23,1580.4802,0.0104
69,-22,1207.0626,0.0080
70,-21,772.5446,0.0051
71,-20,503.3184,0.0033
72,-19,372.5832,0.0025
73,-18,306.3860,0.0020
74,-17,248.9896,0.0016
75,-16,155.7248,0.0010
76,-15,88.2871,0.0006
77,-14,470.7855,0.0031
78,-13,542.6149,0.0036
79,-12,570.4758,0.0038
80,-11,623.2180,0.0041
81,-10,224.5521,0.0015
82,-9,0.0000,0.0000
83,-8,9.6487,6.366E-5
84,-7,89.7691,0.0006
85,-6,131.3876,0.0009
86,-5,356.4330,0.0024
87,-4,646.2044,0.0043
88,-3,596.6413,0.0039
89,-2,499.1718,0.0033
90,-1,297.5912,0.0020
91,0,134.5243,0.0009
92,1,178.9471,0.0012
93,2,305.1295,0.0020
94,3,358.1585,0.0024
95,4,682.1238,0.0045
96,5,963.0301,0.0064
97,6,1164.9645,0.0077
98,7,1075.5817,0.0071
99,8,1057.2320,0.0070
100,9,607.7663,0.0040
101,10,586.3184,0.0039
102,11,154.8998,0.0010
103,12,100.5139,0.0007
104,13,268.5342,0.0018
105,14,182.4259,0.0012
106,15,172.0587,0.0011
107,16,276.7370,0.0018
108,17,339.3915,0.0022
109,18,845.9786,0.0056
110,19,1654.0790,0.0109
111,20,1885.7829,0.0124
112,21,1098.2684,0.0072
113,22,246.7997,0.0016
114,23,87.6918,0.0006
115,24,43.7040,0.0003
116,25,30.9745,0.0002
117,26,17.7015,0.0001
118,27,70.1927,0.0005
119,28,148.3441,0.0010
120,29,272.8271,0.0018
121,30,391.9709,0.0026
122,31,521.4201,0.0034
123,32,778.0742,0.0051
124,33,1080.9337,0.0071
125,34,1275.1867,0.0084
126,35,1064.8803,0.0070
127,36,805.6916,0.0053
128,37,790.2220,0.0052
129,38,626.3030,0.0041
130,39,502.3912,0.0033
131,40,635.0327,0.0042
132,41,822.1528,0.0054
133,42,1045.2466,0.0069
134,43,1523.1828,0.0100
135,44,2129.2861,0.0140
136,45,3465.5058,0.0229
137,46,3727.5185,0.0246
138,47,2356.9680,0.0156
139,48,2975.1535,0.0196
140,49,2797.8781,0.0185
141,50,2830.7797,0.0187
142,51,1296.2734,0.0086
143,52,904.7029,0.0060
144,53,1000.3461,0.0066
145,54,1010.8506,0.0067
146,55,933.7332,0.0062
147,56,890.4344,0.0059
148,57,2033.3144,0.0134
149,58,1751.6996,0.0116
150,59,1104.9974,0.0073
151,60,1003.5779,0.0066
152,61,858.7608,0.0057
153,62,610.2175,0.0040
154,63,490.2707,0.0032
155,64,571.5447,0.0038
156,65,1220.6612,0.0081
157,66,903.6817,0.0060
158,67,415.3340,0.0027
159,68,1106.0037,0.0073
160,69,1015.4570,0.0067
161,70,719.2067,0.0047
162,71,668.7387,0.0044
163,72,658.3745,0.0043
164,73,597.1070,0.0039
165,74,705.3625,0.0047
166,75,829.2879,0.0055
167,76,780.1285,0.0051
168,77,808.1331,0.0053
169,78,747.8668,0.0049
170,79,670.3777,0.0044
171,80,642.0407,0.0042
172,81,694.0892,0.0046
173,82,799.7393,0.0053
174,83,1161.2211,0.0077
175,84,1254.1218,0.0083
176,85,1300.0483,0.0086
177,86,1495.6618,0.0099
178,87,1525.4792,0.0101
179,88,1761.8959,0.0116
180,89,1855.8740,0.0122
