 ,Angle,Frequency,Normalized Frequency
1,-90,2334.5229,0.0089
2,-89,7939.4106,0.0302
3,-88,4990.2295,0.0190
4,-87,13694.3999,0.0521
5,-86,2628.6086,0.0100
6,-85,1622.3564,0.0062
7,-84,1213.8207,0.0046
8,-83,913.1809,0.0035
9,-82,829.2524,0.0032
10,-81,857.0883,0.0033
11,-80,1238.7886,0.0047
12,-79,1209.1495,0.0046
13,-78,806.2504,0.0031
14,-77,424.5466,0.0016
15,-76,278.1748,0.0011
16,-75,243.7316,0.0009
17,-74,193.1838,0.0007
18,-73,117.7974,0.0004
19,-72,72.2819,0.0003
20,-71,77.9859,0.0003
21,-70,343.9606,0.0013
22,-69,2076.2505,0.0079
23,-68,1371.1340,0.0052
24,-67,499.4359,0.0019
25,-66,455.1927,0.0017
26,-65,360.3920,0.0014
27,-64,353.9399,0.0013
28,-63,445.7192,0.0017
29,-62,445.1887,0.0017
30,-61,423.0132,0.0016
31,-60,402.4692,0.0015
32,-59,306.1235,0.0012
33,-58,241.5038,0.0009
34,-57,143.6104,0.0005
35,-56,136.9836,0.0005
36,-55,186.2584,0.0007
37,-54,217.3484,0.0008
38,-53,319.8658,0.0012
39,-52,574.1584,0.0022
40,-51,590.8831,0.0022
41,-50,511.1733,0.0019
42,-49,534.9091,0.0020
43,-48,585.1222,0.0022
44,-47,603.5204,0.0023
45,-46,769.3766,0.0029
46,-45,1215.1420,0.0046
47,-44,890.7075,0.0034
48,-43,755.9951,0.0029
49,-42,740.8589,0.0028
50,-41,624.2672,0.0024
51,-40,605.3313,0.0023
52,-39,628.4523,0.0024
53,-38,591.1606,0.0022
54,-37,409.2045,0.0016
55,-36,349.9720,0.0013
56,-35,328.2514,0.0012
57,-34,290.2917,0.0011
58,-33,317.1495,0.0012
59,-32,433.4558,0.0016
60,-31,603.1313,0.0023
61,-30,637.5134,0.0024
62,-29,719.1145,0.0027
63,-28,741.3433,0.0028
64,-27,742.6509,0.0028
65,-26,661.7834,0.0025
66,-25,695.3741,0.0026
67,-24,811.0840,0.0031
68,-23,885.5736,0.0034
69,-22,1798.2742,0.0068
70,-21,2547.9729,0.0097
71,-20,889.9498,0.0034
72,-19,629.8217,0.0024
73,-18,672.2888,0.0026
74,-17,811.3068,0.0031
75,-16,933.3833,0.0035
76,-15,1086.6766,0.0041
77,-14,1116.8595,0.0042
78,-13,1350.6879,0.0051
79,-12,2126.0249,0.0081
80,-11,10234.0991,0.0389
81,-10,5434.7104,0.0207
82,-9,2212.1189,0.0084
83,-8,2247.2366,0.0085
84,-7,2129.2524,0.0081
85,-6,2618.9094,0.0100
86,-5,2874.6448,0.0109
87,-4,3749.2676,0.0143
88,-3,15949.5815,0.0606
89,-2,8273.9194,0.0315
90,-1,11539.5845,0.0439
91,0,5282.8140,0.0201
92,1,4824.9658,0.0183
93,2,5103.0537,0.0194
94,3,3638.7964,0.0138
95,4,2803.9492,0.0107
96,5,2471.8877,0.0094
97,6,2890.6128,0.0110
98,7,1852.9429,0.0070
99,8,1461.9509,0.0056
100,9,1280.5939,0.0049
101,10,990.4956,0.0038
102,11,828.7046,0.0032
103,12,721.3478,0.0027
104,13,679.6145,0.0026
105,14,723.6978,0.0028
106,15,790.4714,0.0030
107,16,798.9620,0.0030
108,17,922.7582,0.0035
109,18,952.1500,0.0036
110,19,3450.5034,0.0131
111,20,4137.2534,0.0157
112,21,1548.3772,0.0059
113,22,5918.1021,0.0225
114,23,2552.8420,0.0097
115,24,967.8129,0.0037
116,25,742.2990,0.0028
117,26,633.3944,0.0024
118,27,543.4197,0.0021
119,28,349.1581,0.0013
120,29,156.9226,0.0006
121,30,154.2036,0.0006
122,31,192.9675,0.0007
123,32,142.5826,0.0005
124,33,134.3973,0.0005
125,34,167.6315,0.0006
126,35,216.4665,0.0008
127,36,333.3075,0.0013
128,37,338.3644,0.0013
129,38,709.4943,0.0027
130,39,1124.4556,0.0043
131,40,681.2581,0.0026
132,41,334.6411,0.0013
133,42,92.8964,0.0004
134,43,66.7998,0.0003
135,44,110.0707,0.0004
136,45,132.4473,0.0005
137,46,35.5197,0.0001
138,47,0.0000,0.0000
139,48,54.9782,0.0002
140,49,306.7668,0.0012
141,50,678.9099,0.0026
142,51,1084.0007,0.0041
143,52,663.6949,0.0025
144,53,337.8626,0.0013
145,54,304.3353,0.0012
146,55,177.3998,0.0007
147,56,121.3195,0.0005
148,57,131.0158,0.0005
149,58,153.2163,0.0006
150,59,93.0908,0.0004
151,60,45.1588,0.0002
152,61,60.5532,0.0002
153,62,229.2728,0.0009
154,63,307.8760,0.0012
155,64,348.5775,0.0013
156,65,434.6926,0.0017
157,66,568.0049,0.0022
158,67,831.2794,0.0032
159,68,1047.5762,0.0040
160,69,785.0667,0.0030
161,70,848.6997,0.0032
162,71,1090.3301,0.0041
163,72,1441.7625,0.0055
164,73,1764.2712,0.0067
165,74,1375.2976,0.0052
166,75,629.4279,0.0024
167,76,511.6360,0.0019
168,77,433.3063,0.0016
169,78,455.6703,0.0017
170,79,552.7296,0.0021
171,80,625.0347,0.0024
172,81,402.0885,0.0015
173,82,362.2213,0.0014
174,83,926.9907,0.0035
175,84,1819.0945,0.0069
176,85,1399.2637,0.0053
177,86,1392.7666,0.0053
178,87,1672.6292,0.0064
179,88,1018.7720,0.0039
180,89,1216.9541,0.0046
