 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,127,58.8701,19.3792,8.3441,116.1745,0.4605,2.3225,0.4306,0.8247
2,,2315,200.7696,56.9305,51.7746,134.8833,0.7217,1.0996,0.9094,0.9594
3,,17,25.0711,10.2908,2.1033,90.0000,0.3399,4.8926,0.2044,0.6800
4,,284,113.4386,42.1684,8.5751,37.8857,0.2773,4.9175,0.2034,0.8149
5,,863,127.0122,37.6842,29.1583,150.0574,0.6722,1.2924,0.7738,0.9396
6,,2863,249.1371,85.4288,42.6705,50.7492,0.5796,2.0021,0.4995,0.9570
7,,4621,290.9117,99.4711,59.1492,0.2512,0.6862,1.6817,0.5946,0.9722
8,,152,100.8701,40.5514,4.7725,171.1819,0.1877,8.4968,0.1177,0.7876
9,,1781,205.9828,81.0399,27.9818,2.6413,0.5275,2.8962,0.3453,0.9476
10,,77,47.2132,17.8180,5.5023,164.4989,0.4341,3.2383,0.3088,0.8415
11,,108,40.7279,12.4246,11.0675,93.2420,0.8182,1.1226,0.8908,0.9076
12,,12,11.6569,4.5135,3.3851,90.0000,1.0000,1.3333,0.7500,1.0000
13,,275,79.3553,23.4575,14.9266,68.4789,0.5488,1.5715,0.6363,0.8758
14,,4457,310.2670,113.8954,49.8249,162.8911,0.5818,2.2859,0.4375,0.9683
15,,383,86.1838,28.7529,16.9601,135.1947,0.6480,1.6953,0.5899,0.9087
16,,61,42.3848,15.4799,5.0173,166.6446,0.4267,3.0853,0.3241,0.8079
17,,8224,470.6346,155.5189,67.3302,110.7030,0.4666,2.3098,0.4329,0.9746
18,,7784,449.5879,155.7095,63.6499,134.9614,0.4839,2.4463,0.4088,0.9690
19,,1467,181.2548,69.3807,26.9216,92.6397,0.5611,2.5771,0.3880,0.9465
20,,863,127.5980,37.6842,29.1583,119.9426,0.6661,1.2924,0.7738,0.9396
21,,1335,178.3675,51.5573,32.9687,68.7656,0.5273,1.5638,0.6395,0.9329
22,,17178,563.3209,189.1723,115.6179,113.5529,0.6803,1.6362,0.6112,0.9857
23,,5471,323.7645,87.6787,79.4480,89.4407,0.6559,1.1036,0.9061,0.9692
24,,3916,274.4092,78.0567,63.8767,42.5490,0.6535,1.2220,0.8183,0.9654
25,,40,32.3848,11.0236,4.6200,56.5096,0.4793,2.3860,0.4191,0.7619
26,,5714,372.5584,146.5353,49.6487,40.7583,0.5173,2.9514,0.3388,0.9638
27,,6818,381.5219,131.7174,65.9058,107.2089,0.5886,1.9986,0.5004,0.9737
28,,259,231.4041,101.5274,3.2481,39.2421,0.0608,31.2577,0.0320,0.6395
29,,77,47.7990,17.8180,5.5023,105.5011,0.4235,3.2383,0.3088,0.8415
30,,8224,470.6346,155.5189,67.3302,159.2970,0.4666,2.3098,0.4329,0.9746
31,,1465,204.9949,65.9000,28.3050,67.9522,0.4381,2.3282,0.4295,0.9305
32,,3253,272.6934,69.3719,59.7049,18.5110,0.5497,1.1619,0.8606,0.9573
33,,152,101.4558,40.5514,4.7725,98.8181,0.1856,8.4968,0.1177,0.7876
34,,1081,160.2254,47.2148,29.1513,63.8252,0.5291,1.6197,0.6174,0.9339
35,,979,164.1665,62.3658,19.9870,34.6903,0.4565,3.1203,0.3205,0.9319
36,,473,99.4975,34.7390,17.3362,54.1099,0.6004,2.0038,0.4990,0.9238
37,,127,58.2843,19.3792,8.3441,153.8255,0.4698,2.3225,0.4306,0.8247
38,,17178,563.3209,189.1723,115.6179,156.4471,0.6803,1.6362,0.6112,0.9857
