 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
23,,4371,459.3524,200.0697,27.8170,141.9536,0.2603,7.1924,0.1390,0.8748
24,,880,193.4386,75.4512,14.8500,69.5658,0.2955,5.0809,0.1968,0.8984
25,,2560,249.7645,90.9290,35.8466,50.2679,0.5157,2.5366,0.3942,0.9307
26,,2219,208.8772,71.9275,39.2801,61.8175,0.6391,1.8311,0.5461,0.9265
27,,56,47.7990,19.6904,3.6211,73.9857,0.3080,5.4377,0.1839,0.7467
28,,3029,257.3797,90.8072,42.4707,26.0188,0.5746,2.1381,0.4677,0.9524
29,,111,48.6274,14.8927,9.4899,160.2893,0.5899,1.5693,0.6372,0.8672
30,,39,31.7990,12.0302,4.1276,68.3052,0.4847,2.9146,0.3431,0.7500
31,,3897,338.7523,139.1043,35.6698,4.7267,0.4268,3.8998,0.2564,0.9229
32,,4378,283.8650,84.6621,65.8411,157.0052,0.6828,1.2859,0.7777,0.9209
33,,905,138.4680,40.8266,28.2238,160.8428,0.5931,1.4465,0.6913,0.9273
34,,518,123.4975,51.7244,12.7510,71.4665,0.4268,4.0565,0.2465,0.8993
35,,783,124.7696,42.5262,23.4431,73.3941,0.6321,1.8140,0.5513,0.9250
36,,1573,179.1371,58.5507,34.2063,74.0557,0.6160,1.7117,0.5842,0.9308
37,,2922,307.3036,106.6590,34.8813,132.6985,0.3888,3.0578,0.3270,0.9221
38,,941,125.9239,36.6926,32.6529,121.2115,0.7457,1.1237,0.8899,0.9294
39,,1632,190.4092,54.2722,38.2872,171.0951,0.5657,1.4175,0.7055,0.9393
40,,1613,212.8356,81.3118,25.2575,46.4716,0.4475,3.2193,0.3106,0.9244
41,,9077,433.2275,142.5724,81.0619,56.3118,0.6077,1.7588,0.5686,0.9402
42,,853,130.4680,37.9841,28.5929,77.7028,0.6297,1.3284,0.7528,0.8794
43,,14512,500.2153,154.0517,119.9419,42.9693,0.7288,1.2844,0.7786,0.9682
44,,123,54.2843,15.2255,10.2859,97.3399,0.5245,1.4802,0.6756,0.8066
45,,2284,266.7523,114.7225,25.3488,79.4475,0.4034,4.5258,0.2210,0.9315
46,,770,141.6396,55.7671,17.5802,73.8979,0.4823,3.1722,0.3152,0.9167
47,,748,114.2670,34.6789,27.4629,149.4816,0.7199,1.2628,0.7919,0.9246
48,,242,75.0122,18.4345,16.7145,78.1394,0.5405,1.1029,0.9067,0.8491
49,,2909,269.6640,110.0869,33.6448,70.3653,0.5027,3.2720,0.3056,0.9496
50,,279,85.2548,29.8429,11.9035,70.8185,0.4824,2.5071,0.3989,0.8611
51,,226,80.6690,25.8552,11.1294,74.2626,0.4364,2.3231,0.4305,0.8057
52,,1074,166.5513,62.5372,21.8663,143.3577,0.4865,2.8600,0.3497,0.8995
53,,202,104.7696,43.8487,5.8655,77.4292,0.2313,7.4757,0.1338,0.8064
54,,191,74.3259,24.7559,9.8235,33.8705,0.4345,2.5201,0.3968,0.7893
55,,79,40.8701,14.9894,6.7105,147.0876,0.5943,2.2337,0.4477,0.8229
56,,993,174.0660,73.3748,17.2311,150.7566,0.4118,4.2583,0.2348,0.8898
57,,4327,332.5168,105.4072,52.2669,133.0503,0.4918,2.0167,0.4959,0.9306
58,,1499,214.5097,81.6583,23.3728,8.0963,0.4094,3.4937,0.2862,0.8635
59,,398,92.5685,27.1333,18.6763,36.2049,0.5837,1.4528,0.6883,0.9005
60,,3533,351.0610,116.8545,38.4954,43.0795,0.3602,3.0355,0.3294,0.7211
61,,1585,181.4214,71.2333,28.3306,40.4260,0.6051,2.5144,0.3977,0.9154
62,,15315,545.0092,166.0718,117.4171,167.6935,0.6479,1.4144,0.7070,0.9323
63,,45,36.2843,14.5004,3.9513,136.7675,0.4295,3.6698,0.2725,0.7143
64,,2494,213.8061,73.7784,43.0405,31.2051,0.6856,1.7142,0.5834,0.9534
65,,12,16.7279,7.1078,2.1496,156.1519,0.5389,3.3066,0.3024,0.6857
66,,2284,218.8944,58.8095,49.4491,145.1595,0.5990,1.1893,0.8408,0.9436
67,,4658,499.6884,106.8609,55.4997,72.1630,0.2344,1.9254,0.5194,0.5645
68,,1149,182.7107,56.5823,25.8553,105.9755,0.4325,2.1884,0.4569,0.8849
69,,42,35.5563,14.7585,3.6234,73.6125,0.4175,4.0731,0.2455,0.7778
70,,4201,288.8944,104.2115,51.3271,105.5957,0.6325,2.0303,0.4925,0.9634
71,,792,193.4802,67.9773,14.8344,113.1040,0.2659,4.5824,0.2182,0.8466
72,,89,59.4558,21.8996,5.1744,73.4784,0.3164,4.2323,0.2363,0.7574
73,,388,95.5391,38.9411,12.6863,37.7407,0.5342,3.0695,0.3258,0.8788
74,,4351,287.2031,96.3573,57.4930,58.9033,0.6629,1.6760,0.5967,0.9353
75,,1835,234.8944,102.2038,22.8601,69.1468,0.4179,4.4708,0.2237,0.8717
76,,209,75.4975,23.1689,11.4855,53.7360,0.4608,2.0172,0.4957,0.8180
77,,42,31.5563,10.0265,5.3335,11.8614,0.5300,1.8799,0.5319,0.7434
78,,34,31.7990,11.1214,3.8925,9.9055,0.4225,2.8571,0.3500,0.7010
79,,387,122.9117,41.4474,11.8884,93.1283,0.3219,3.4864,0.2868,0.8478
80,,788,149.2965,55.8608,17.9610,67.8900,0.4443,3.1101,0.3215,0.8854
81,,409,106.6690,37.0296,14.0632,74.1263,0.4517,2.6331,0.3798,0.8834
82,,272,78.3259,24.1493,14.3408,141.1051,0.5571,1.6840,0.5938,0.8788
83,,475,100.8112,32.8846,18.3912,41.3558,0.5873,1.7881,0.5593,0.9056
84,,63,49.2548,18.6884,4.2922,41.2420,0.3263,4.3540,0.2297,0.7039
85,,746,159.5391,54.8582,17.3144,98.0014,0.3683,3.1684,0.3156,0.8275
86,,217,94.3259,39.6178,6.9740,67.4755,0.3065,5.6808,0.1760,0.8220
87,,6566,374.6001,129.1261,64.7436,60.8641,0.5880,1.9944,0.5014,0.9113
88,,3188,280.3330,112.3959,36.1142,36.5679,0.5098,3.1122,0.3213,0.9326
89,,665,229.2620,113.3573,7.4693,143.0965,0.1590,15.1763,0.0659,0.8036
90,,1607,180.1076,61.9348,33.0363,112.1300,0.6225,1.8747,0.5334,0.9300
91,,6246,365.9066,134.9419,58.9339,76.3665,0.5862,2.2897,0.4367,0.9675
92,,45,32.3848,11.2405,5.0972,117.5441,0.5392,2.2052,0.4535,0.8182
93,,13667,577.1686,206.9784,84.0733,26.0730,0.5156,2.4619,0.4062,0.8908
94,,183,79.0122,25.8347,9.0190,58.9027,0.3684,2.8645,0.3491,0.8151
95,,3755,260.6518,84.4904,56.5865,117.3446,0.6945,1.4931,0.6697,0.9615
96,,580,112.9117,33.8019,21.8473,25.3112,0.5717,1.5472,0.6463,0.9062
97,,30,44.1838,18.8543,2.0259,143.2879,0.1931,9.3066,0.1075,0.5607
98,,3629,418.7595,150.9044,30.6193,65.9186,0.2601,4.9284,0.2029,0.8577
99,,61,46.3848,19.0824,4.0701,87.6999,0.3563,4.6884,0.2133,0.7974
100,,913,154.1249,45.7634,25.4017,20.5101,0.4830,1.8016,0.5551,0.9135
101,,27,23.3137,7.4321,4.6256,11.7554,0.6242,1.6067,0.6224,0.8060
102,,262,96.3675,44.9859,7.4154,142.9099,0.3545,6.0665,0.1648,0.8213
103,,156,61.4975,27.2286,7.2947,141.3490,0.5183,3.7326,0.2679,0.8410
104,,4023,282.9605,109.5244,46.7681,131.0113,0.6314,2.3419,0.4270,0.9459
105,,708,136.2670,44.1431,20.4212,174.6843,0.4791,2.1616,0.4626,0.8510
106,,9423,429.1859,168.3557,71.2642,48.2559,0.6428,2.3624,0.4233,0.9417
107,,378,100.1838,33.7372,14.2657,101.3787,0.4733,2.3649,0.4228,0.9253
108,,487,120.9949,54.0984,11.4619,138.8402,0.4180,4.7199,0.2119,0.8642
109,,29195,764.7077,298.5040,124.5284,25.9897,0.6274,2.3971,0.4172,0.9681
110,,1251,206.5929,73.1884,21.7633,42.9580,0.3683,3.3629,0.2974,0.8819
111,,158,59.2548,23.2282,8.6607,139.0331,0.5655,2.6820,0.3729,0.8472
112,,1175,253.2031,123.3941,12.1242,140.4688,0.2303,10.1775,0.0983,0.8168
113,,2890,267.2203,69.5474,52.9087,32.1017,0.5086,1.3145,0.7608,0.9186
114,,117,50.8701,15.0231,9.9160,73.4049,0.5682,1.5150,0.6601,0.8211
115,,890,146.7523,43.8426,25.8467,52.4573,0.5193,1.6963,0.5895,0.9138
116,,1890,183.7817,61.1876,39.3286,73.7005,0.7032,1.5558,0.6428,0.9618
117,,1798,251.1026,119.6422,19.1344,138.2494,0.3583,6.2527,0.1599,0.9115
118,,25,21.5563,6.3827,4.9871,160.0180,0.6761,1.2798,0.7813,0.8065
119,,586,112.3259,29.6777,25.1407,140.5224,0.5836,1.1805,0.8471,0.9302
120,,264,98.5685,35.6783,9.4213,59.5410,0.3415,3.7870,0.2641,0.8237
121,,123,110.7107,46.0038,3.4043,62.4373,0.1261,13.5136,0.0740,0.6457
122,,1636,186.8944,75.2607,27.6774,152.8856,0.5886,2.7192,0.3678,0.9341
123,,3845,310.7767,90.1540,54.3027,74.7962,0.5003,1.6602,0.6023,0.9361
124,,10,14.4853,5.3741,2.3692,82.3988,0.5989,2.2683,0.4409,0.7143
125,,574,120.5685,31.5447,23.1684,87.3227,0.4962,1.3615,0.7345,0.8710
126,,4082,404.3503,156.2507,33.2630,6.7386,0.3137,4.6974,0.2129,0.8708
127,,185,65.0122,19.8311,11.8778,48.6501,0.5500,1.6696,0.5989,0.8409
128,,819,155.6396,59.7410,17.4551,70.3031,0.4249,3.4226,0.2922,0.8802
129,,1077,157.0955,54.4020,25.2064,44.9938,0.5484,2.1583,0.4633,0.9209
130,,67,53.2548,20.5251,4.1562,129.0649,0.2969,4.9384,0.2025,0.6505
131,,83,45.4558,16.3508,6.4632,152.5312,0.5048,2.5298,0.3953,0.8137
132,,225,74.0833,23.5992,12.1393,30.2839,0.5152,1.9440,0.5144,0.8475
133,,117,74.1421,31.1189,4.7871,84.4218,0.2675,6.5006,0.1538,0.8667
134,,41,37.2132,12.3815,4.2162,171.2432,0.3720,2.9366,0.3405,0.7193
135,,28,23.5563,8.7394,4.0793,34.5571,0.6341,2.1424,0.4668,0.7671
136,,509,130.6102,44.2063,14.6603,156.1331,0.3750,3.0154,0.3316,0.7730
137,,1218,314.3259,145.2977,10.6733,5.7981,0.1549,13.6132,0.0735,0.8910
138,,58,35.5563,11.8690,6.2219,110.5733,0.5765,1.9076,0.5242,0.8467
139,,72,41.2132,13.6011,6.7401,80.7181,0.5327,2.0179,0.4956,0.8372
140,,101,58.8701,23.8638,5.3888,166.2963,0.3662,4.4284,0.2258,0.8112
141,,19,15.8995,6.3265,3.8238,25.5220,0.9445,1.6545,0.6044,0.9048
142,,410,90.1838,34.6228,15.0776,164.5536,0.6335,2.2963,0.4355,0.9142
143,,152,63.8406,18.4452,10.4923,132.1353,0.4687,1.7580,0.5688,0.8085
144,,200,59.2132,21.4779,11.8563,88.9538,0.7168,1.8115,0.5520,0.9195
145,Mean,1841.0833,170.7748,61.1161,24.2094,88.2896,0.4847,3.1885,0.4242,0.8589
146,SD,3469.3540,136.8956,51.0662,22.7940,48.8578,0.1442,2.3210,0.1972,0.0898
147,Min,10,14.4853,5.3741,1.4156,1.2931,0.1261,1.1029,0.0659,0.3732
148,Max,29195,764.7077,298.5040,124.5284,177.9576,0.9445,15.1763,0.9067,0.9682
