 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,2051,438.4163,133.4953,19.5618,67.1245,0.1341,6.8243,0.1465,0.3732
2,,13,25.6569,11.6929,1.4156,83.2968,0.2482,8.2602,0.1211,0.7027
3,,75,42.0416,15.2466,6.2632,35.3867,0.5332,2.4343,0.4108,0.8333
4,,267,100.6690,35.5513,9.5624,68.0040,0.3311,3.7178,0.2690,0.8165
5,,4537,301.4630,94.9022,60.8699,68.9666,0.6274,1.5591,0.6414,0.9560
6,,25,22.1421,7.9929,3.9824,124.6856,0.6408,2.0070,0.4982,0.7812
7,,668,139.7817,45.4327,18.7205,139.3112,0.4296,2.4269,0.4120,0.8789
8,,182,68.8701,21.8539,10.6036,177.9576,0.4822,2.0610,0.4852,0.8485
9,,461,100.9117,30.6915,19.1247,3.0253,0.5689,1.6048,0.6231,0.8986
10,,1446,167.5807,48.1274,38.2548,19.4057,0.6470,1.2581,0.7949,0.9356
11,,389,125.6985,42.7051,11.5979,1.2931,0.3094,3.6821,0.2716,0.8366
12,,1616,186.1076,57.5300,35.7649,65.5113,0.5863,1.6086,0.6217,0.8456
13,,288,104.0416,47.4264,7.7318,3.5400,0.3343,6.1339,0.1630,0.8930
14,,59,38.6274,14.1403,5.3126,147.8781,0.4969,2.6617,0.3757,0.8082
15,,236,75.0122,29.5378,10.1729,156.2934,0.5271,2.9036,0.3444,0.8973
16,,3002,264.5929,81.8565,46.6947,143.2659,0.5388,1.7530,0.5704,0.9417
17,,3168,349.5290,151.7391,26.5826,140.6940,0.3259,5.7082,0.1752,0.9188
18,,7834,533.5950,241.6892,41.2702,144.9659,0.3458,5.8563,0.1708,0.9436
19,,1439,203.4802,73.4544,24.9432,73.4155,0.4367,2.9449,0.3396,0.9134
20,,4053,267.3209,93.5477,55.1637,161.8535,0.7127,1.6958,0.5897,0.9644
21,,582,141.2376,57.3197,12.9279,140.3647,0.3666,4.4338,0.2255,0.8648
22,,608,115.0955,44.2343,17.5006,128.1152,0.5768,2.5276,0.3956,0.8954
