 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,1320,217.7401,76.8623,21.8661,84.7447,0.3499,3.5151,0.2845,0.9312
2,,662,127.3970,39.6254,21.2713,62.1049,0.5126,1.8629,0.5368,0.9087
3,,14755,553.2031,184.3595,101.9023,134.8894,0.6059,1.8092,0.5527,0.9808
4,,23228,690.3574,239.9921,123.2324,59.0593,0.6125,1.9475,0.5135,0.9844
5,,1643,224.9533,76.7590,27.2532,82.7343,0.4080,2.8165,0.3550,0.9367
6,,1424,235.8061,94.8972,19.1059,121.5768,0.3218,4.9669,0.2013,0.9119
7,,938,150.7107,46.4776,25.6962,63.3096,0.5189,1.8087,0.5529,0.9232
8,,3296,319.1371,124.4017,33.7342,92.9573,0.4067,3.6877,0.2712,0.9522
9,,1516,186.5097,64.4221,29.9623,121.4628,0.5477,2.1501,0.4651,0.9413
10,,6884,455.3036,140.7143,62.2892,13.1385,0.4173,2.2590,0.4427,0.9649
11,,285,105.1127,41.4815,8.7478,94.3121,0.3241,4.7419,0.2109,0.8636
12,,2196,245.7229,85.3029,32.7777,69.2048,0.4570,2.6025,0.3843,0.9443
13,,2906,275.9239,83.8845,44.1087,177.2975,0.4797,1.9018,0.5258,0.9550
14,,231,98.6690,34.3766,8.5558,113.0331,0.2982,4.0180,0.2489,0.8221
15,,777,125.8823,35.7996,27.6346,126.4638,0.6162,1.2955,0.7719,0.9250
16,,824,157.4975,64.7912,16.1928,99.6801,0.4174,4.0012,0.2499,0.9171
17,,6060,401.4214,133.3820,57.8476,177.6787,0.4726,2.3057,0.4337,0.9681
18,,7461,403.1198,138.4879,68.5954,159.8737,0.5770,2.0189,0.4953,0.9722
19,,1424,236.3919,94.8972,19.1059,148.4232,0.3202,4.9669,0.2013,0.9119
20,,231,98.0833,34.3766,8.5558,156.9669,0.3017,4.0180,0.2489,0.8221
21,,3877,313.3209,87.2406,56.5832,32.5587,0.4963,1.5418,0.6486,0.9561
22,,75,36.3848,10.1927,9.3688,134.9955,0.7119,1.0879,0.9192,0.8333
23,,2785,225.9655,68.4237,51.8238,19.3076,0.6854,1.3203,0.7574,0.9585
24,,2197,203.4386,66.6830,41.9493,126.8509,0.6671,1.5896,0.6291,0.9575
25,,80,44.9706,16.5692,6.1475,91.4589,0.4971,2.6953,0.3710,0.8247
26,,56,33.4558,12.1732,5.8572,134.9996,0.6287,2.0783,0.4812,0.8358
27,,7545,416.1909,145.6298,65.9658,153.4376,0.5474,2.2077,0.4530,0.9727
28,,662,126.5269,47.9696,17.5712,89.9450,0.5196,2.7300,0.3663,0.9201
29,,777,125.8823,35.7996,27.6346,143.5362,0.6162,1.2955,0.7719,0.9250
30,,853,124.4264,45.3050,23.9725,101.9270,0.6924,1.8899,0.5291,0.9436
31,,1130,197.0366,68.9557,20.8650,132.4721,0.3658,3.3048,0.3026,0.9084
32,,2197,203.4386,66.6830,41.9493,143.1491,0.6671,1.5896,0.6291,0.9575
33,,2676,230.7523,60.7074,56.1248,126.0291,0.6315,1.0816,0.9245,0.9600
34,,23,19.5563,6.8002,4.3064,35.5854,0.7557,1.5791,0.6333,0.7667
35,,1516,185.9239,64.4221,29.9623,148.5372,0.5511,2.1501,0.4651,0.9413
36,,34,31.5563,11.7716,3.6775,67.0116,0.4291,3.2010,0.3124,0.7473
37,,1972,224.5097,83.8346,29.9498,165.3480,0.4916,2.7992,0.3572,0.9456
38,,1320,217.7401,76.8623,21.8661,5.2553,0.3499,3.5151,0.2845,0.9312
39,,542,103.8406,29.2252,23.6130,9.1613,0.6316,1.2377,0.8080,0.9148
40,,2757,228.1665,74.5654,47.0771,16.0586,0.6655,1.5839,0.6314,0.9611
41,,736,123.4975,43.5380,21.5238,63.7842,0.6064,2.0228,0.4944,0.9281
42,,136,57.9411,20.3276,8.5185,134.9993,0.5091,2.3863,0.4191,0.8293
43,,517,104.0833,32.5538,20.2208,32.9313,0.5997,1.6099,0.6211,0.9142
44,,232,75.3553,22.7908,12.9610,25.9587,0.5134,1.7584,0.5687,0.8705
45,,186,63.4558,25.3275,9.3504,84.3382,0.5805,2.7087,0.3692,0.8857
46,,496,94.8701,33.6968,18.7414,163.1251,0.6925,1.7980,0.5562,0.9350
47,,48,33.3137,11.9163,5.1287,87.6424,0.5435,2.3234,0.4304,0.8348
48,,2906,275.9239,83.8845,44.1087,92.7025,0.4797,1.9018,0.5258,0.9550
49,,54,33.5563,10.8203,6.3542,12.8507,0.6026,1.7029,0.5872,0.8244
50,,190,63.4558,20.5342,11.7811,1.4575,0.5930,1.7430,0.5737,0.8899
51,,1130,196.4508,68.9557,20.8650,137.5279,0.3679,3.3048,0.3026,0.9084
52,,237,119.6985,48.2159,6.2585,174.5945,0.2079,7.7041,0.1298,0.8172
53,,6060,401.4214,133.3820,57.8476,92.3213,0.4726,2.3057,0.4337,0.9681
54,,11980,467.2275,180.1669,84.6627,134.9335,0.6896,2.1281,0.4699,0.9788
55,,1967,200.9949,69.9611,35.7979,161.4494,0.6118,1.9543,0.5117,0.9491
56,,2946,234.3087,73.9898,50.6957,31.2840,0.6743,1.4595,0.6852,0.9599
57,,291,98.5685,32.3014,11.4705,32.9601,0.3764,2.8160,0.3551,0.8534
58,,3262,252.2670,81.1771,51.1635,63.1707,0.6441,1.5866,0.6303,0.9639
59,,442,93.0122,30.5014,18.4507,47.8289,0.6420,1.6531,0.6049,0.9247
60,,18,17.3137,6.1201,3.7448,8.2958,0.7546,1.6343,0.6119,0.8182
61,,4713,493.3209,234.2329,25.6188,101.1973,0.2434,9.1430,0.1094,0.9478
62,,6786,478.3087,162.9882,53.0112,89.8931,0.3727,3.0746,0.3252,0.9654
63,,7545,416.1909,145.6298,65.9658,116.5624,0.5474,2.2077,0.4530,0.9727
64,,3559,272.2498,80.5709,56.2419,56.4886,0.6034,1.4326,0.6980,0.9603
65,,6406,431.0782,174.6307,46.7064,101.5571,0.4332,3.7389,0.2675,0.9648
66,,97,46.2843,14.2430,8.6712,109.9610,0.5690,1.6426,0.6088,0.8255
67,,47,34.8701,11.6254,5.1475,39.6087,0.4857,2.2584,0.4428,0.7520
68,,2761,245.8650,72.6688,48.3758,54.6158,0.5740,1.5022,0.6657,0.9549
69,,101,49.5980,18.4269,6.9788,144.4363,0.5159,2.6404,0.3787,0.8245
70,,301,82.5685,29.2538,13.1007,117.3064,0.5548,2.2330,0.4478,0.8750
71,,907,139.4386,38.5062,29.9907,149.4919,0.5862,1.2839,0.7789,0.9232
72,,1967,201.5807,69.9611,35.7979,108.5506,0.6083,1.9543,0.5117,0.9491
73,,3310,228.5341,66.0273,63.8285,45.4485,0.7964,1.0344,0.9667,0.9619
74,,467,123.0122,43.5380,13.6571,89.7694,0.3878,3.1879,0.3137,0.8895
75,,2470,222.9361,65.9049,47.7188,97.0970,0.6245,1.3811,0.7241,0.9527
76,,7461,403.1198,138.4879,68.5954,110.1263,0.5770,2.0189,0.4953,0.9722
77,,4081,290.6934,107.2827,48.4336,84.5510,0.6069,2.2150,0.4515,0.9636
78,,25,23.7990,7.7967,4.0826,46.8500,0.5547,1.9097,0.5236,0.7353
79,,6884,455.3036,140.7143,62.2892,76.8615,0.4173,2.2590,0.4427,0.9649
80,,2676,230.1665,60.7074,56.1248,143.9709,0.6348,1.0816,0.9245,0.9600
81,,101,50.1838,18.4269,6.9788,125.5637,0.5040,2.6404,0.3787,0.8245
82,,3514,265.6051,94.6884,47.2515,134.9777,0.6259,2.0039,0.4990,0.9592
83,,2607,226.9533,72.4405,45.8215,80.0702,0.6360,1.5809,0.6325,0.9579
84,,97,46.2843,14.2430,8.6712,160.0390,0.5690,1.6426,0.6088,0.8255
85,,301,82.5685,29.2538,13.1007,152.6936,0.5548,2.2330,0.4478,0.8750
86,,25,23.7990,7.7967,4.0826,43.1500,0.5547,1.9097,0.5236,0.7353
87,,2946,233.7229,73.9898,50.6957,58.7160,0.6777,1.4595,0.6852,0.9599
88,,828,145.3970,43.1105,24.4544,159.7735,0.4922,1.7629,0.5673,0.9164
89,,2757,228.7523,74.5654,47.0771,73.9414,0.6621,1.5839,0.6314,0.9611
90,,907,138.8528,38.5062,29.9907,120.5081,0.5912,1.2839,0.7789,0.9232
91,,47,34.8701,11.6254,5.1475,50.3913,0.4857,2.2584,0.4428,0.7520
92,,2470,222.9361,65.9049,47.7188,172.9030,0.6245,1.3811,0.7241,0.9527
93,,3559,272.2498,80.5709,56.2419,33.5114,0.6034,1.4326,0.6980,0.9603
94,,81,48.2843,18.1621,5.6784,115.7027,0.4366,3.1984,0.3127,0.7941
95,,144,54.0416,19.8348,9.2437,97.0593,0.6196,2.1458,0.4660,0.8623
96,,1337,167.4975,64.2125,26.5107,13.0839,0.5989,2.4221,0.4129,0.9452
97,,2785,226.5513,68.4237,51.8238,70.6924,0.6819,1.3203,0.7574,0.9585
98,,81,47.6985,18.1621,5.6784,154.2973,0.4474,3.1984,0.3127,0.7941
99,,1186,168.9117,60.6453,24.8999,176.9027,0.5224,2.4356,0.4106,0.9390
100,,291,99.1543,32.3014,11.4705,57.0399,0.3719,2.8160,0.3551,0.8534
101,,531,128.1838,47.8132,14.1402,94.2212,0.4061,3.3814,0.2957,0.9000
102,,683,109.5391,42.5081,20.4578,134.9960,0.7153,2.0778,0.4813,0.9280
103,,1164,170.8112,55.7089,26.6035,175.6319,0.5013,2.0940,0.4775,0.9331
104,,736,124.0833,43.5380,21.5238,26.2158,0.6007,2.0228,0.4944,0.9281
105,,71,43.4558,15.3404,5.8929,162.7463,0.4725,2.6032,0.3841,0.7845
106,,4081,290.6934,107.2827,48.4336,5.4490,0.6069,2.2150,0.4515,0.9636
107,,2196,245.7229,85.3029,32.7777,20.7952,0.4570,2.6025,0.3843,0.9443
108,,1293,180.7523,57.3548,28.7038,117.5815,0.4973,1.9982,0.5005,0.9289
109,,2761,245.8650,72.6688,48.3758,35.3842,0.5740,1.5022,0.6657,0.9549
110,,3262,252.8528,81.1771,51.1635,26.8293,0.6411,1.5866,0.6303,0.9639
111,,34,31.5563,11.7716,3.6775,22.9884,0.4291,3.2010,0.3124,0.7473
112,,262,114.9949,45.2639,7.3699,134.9995,0.2490,6.1418,0.1628,0.7988
113,,517,104.0833,32.5538,20.2208,57.0687,0.5997,1.6099,0.6211,0.9142
114,,662,126.5269,47.9696,17.5712,0.0550,0.5196,2.7300,0.3663,0.9201
115,,71,43.4558,15.3404,5.8929,107.2537,0.4725,2.6032,0.3841,0.7845
116,,54,33.5563,10.8203,6.3542,77.1493,0.6026,1.7029,0.5872,0.8244
117,,285,104.5269,41.4815,8.7478,175.6879,0.3278,4.7419,0.2109,0.8636
118,Mean,2156.0684,184.7234,62.8139,29.8729,93.4283,0.5329,2.3880,0.4931,0.9047
119,SD,3173.4923,132.1919,47.1858,22.6719,50.6620,0.1195,1.2206,0.1769,0.0663
120,Min,18,17.3137,6.1201,3.6775,0.0550,0.2079,1.0344,0.1094,0.7353
121,Max,23228,690.3574,239.9921,123.2324,177.6787,0.7964,9.1430,0.9667,0.9844
