 ,Angle,Frequency,Normalized Frequency
1,-90,6350.9435,0.0204
2,-89,6522.3439,0.0209
3,-88,3632.2526,0.0117
4,-87,2429.9969,0.0078
5,-86,2700.8693,0.0087
6,-85,3301.6188,0.0106
7,-84,2115.6176,0.0068
8,-83,1574.3097,0.0051
9,-82,1514.5385,0.0049
10,-81,1248.9714,0.0040
11,-80,1037.1710,0.0033
12,-79,933.4493,0.0030
13,-78,930.9698,0.0030
14,-77,1118.5802,0.0036
15,-76,1139.4443,0.0037
16,-75,1448.9165,0.0047
17,-74,2882.2928,0.0093
18,-73,2293.3639,0.0074
19,-72,2356.9283,0.0076
20,-71,1414.5746,0.0045
21,-70,988.4628,0.0032
22,-69,853.9299,0.0027
23,-68,760.4430,0.0024
24,-67,693.8038,0.0022
25,-66,681.7070,0.0022
26,-65,730.7992,0.0023
27,-64,822.5378,0.0026
28,-63,990.9980,0.0032
29,-62,1070.5316,0.0034
30,-61,1235.0903,0.0040
31,-60,1750.8956,0.0056
32,-59,3978.0275,0.0128
33,-58,2641.3649,0.0085
34,-57,1573.6694,0.0051
35,-56,1377.2950,0.0044
36,-55,1144.3656,0.0037
37,-54,928.1388,0.0030
38,-53,907.4584,0.0029
39,-52,1085.9552,0.0035
40,-51,1114.3121,0.0036
41,-50,1036.2314,0.0033
42,-49,1054.3518,0.0034
43,-48,1013.5621,0.0033
44,-47,951.2925,0.0031
45,-46,980.4420,0.0031
46,-45,1052.7716,0.0034
47,-44,935.7488,0.0030
48,-43,904.7219,0.0029
49,-42,916.0596,0.0029
50,-41,904.6155,0.0029
51,-40,869.9430,0.0028
52,-39,967.5259,0.0031
53,-38,830.2894,0.0027
54,-37,798.3617,0.0026
55,-36,854.8887,0.0027
56,-35,963.8845,0.0031
57,-34,1063.3364,0.0034
58,-33,1254.0746,0.0040
59,-32,2393.9669,0.0077
60,-31,3788.4030,0.0122
61,-30,1562.1909,0.0050
62,-29,1069.9612,0.0034
63,-28,922.0134,0.0030
64,-27,896.0056,0.0029
65,-26,923.5486,0.0030
66,-25,934.1847,0.0030
67,-24,928.1003,0.0030
68,-23,1059.5181,0.0034
69,-22,1998.4855,0.0064
70,-21,1768.0409,0.0057
71,-20,1748.5575,0.0056
72,-19,2159.6051,0.0069
73,-18,3185.8334,0.0102
74,-17,3536.4144,0.0114
75,-16,4207.7672,0.0135
76,-15,2267.4501,0.0073
77,-14,1838.7194,0.0059
78,-13,1732.4657,0.0056
79,-12,1620.8346,0.0052
80,-11,1683.5039,0.0054
81,-10,2048.5011,0.0066
82,-9,3190.8661,0.0102
83,-8,4929.3038,0.0158
84,-7,3195.9384,0.0103
85,-6,2846.3268,0.0091
86,-5,3705.4559,0.0119
87,-4,3458.8514,0.0111
88,-3,2982.2689,0.0096
89,-2,4048.1222,0.0130
90,-1,7262.5656,0.0233
91,0,8036.0641,0.0258
92,1,13738.9293,0.0441
93,2,8998.6061,0.0289
94,3,7108.2120,0.0228
95,4,4887.6290,0.0157
96,5,3503.2806,0.0112
97,6,8927.0817,0.0287
98,7,7110.0450,0.0228
99,8,1718.9050,0.0055
100,9,1223.0391,0.0039
101,10,1007.6681,0.0032
102,11,855.5181,0.0027
103,12,744.0680,0.0024
104,13,642.8518,0.0021
105,14,551.3463,0.0018
106,15,473.5256,0.0015
107,16,425.3892,0.0014
108,17,400.0266,0.0013
109,18,393.9800,0.0013
110,19,370.5690,0.0012
111,20,387.1447,0.0012
112,21,295.8514,0.0009
113,22,230.1982,0.0007
114,23,252.5542,0.0008
115,24,267.3969,0.0009
116,25,270.8326,0.0009
117,26,292.4434,0.0009
118,27,424.1810,0.0014
119,28,433.2270,0.0014
120,29,438.5419,0.0014
121,30,480.3044,0.0015
122,31,546.3312,0.0018
123,32,647.3743,0.0021
124,33,649.2521,0.0021
125,34,700.7029,0.0022
126,35,838.2871,0.0027
127,36,1201.8950,0.0039
128,37,1960.1832,0.0063
129,38,1563.3370,0.0050
130,39,1286.4858,0.0041
131,40,1527.2321,0.0049
132,41,2089.4642,0.0067
133,42,1294.1240,0.0042
134,43,890.3228,0.0029
135,44,1070.5997,0.0034
136,45,2440.4838,0.0078
137,46,1145.5514,0.0037
138,47,818.2556,0.0026
139,48,941.3080,0.0030
140,49,849.4211,0.0027
141,50,767.7076,0.0025
142,51,909.1956,0.0029
143,52,1200.3601,0.0039
144,53,1572.7051,0.0050
145,54,908.7417,0.0029
146,55,620.7594,0.0020
147,56,567.1604,0.0018
148,57,531.2802,0.0017
149,58,526.5583,0.0017
150,59,441.2667,0.0014
151,60,381.1411,0.0012
152,61,347.8289,0.0011
153,62,292.0394,0.0009
154,63,140.0602,0.0004
155,64,67.5847,0.0002
156,65,61.2235,0.0002
157,66,43.0103,0.0001
158,67,14.0352,4.505E-5
159,68,0.0000,0.0000
160,69,9.8159,3.151E-5
161,70,11.7021,3.756E-5
162,71,18.0582,5.796E-5
163,72,47.9744,0.0002
164,73,107.6904,0.0003
165,74,132.4904,0.0004
166,75,140.6725,0.0005
167,76,181.8379,0.0006
168,77,234.7694,0.0008
169,78,350.6518,0.0011
170,79,471.4009,0.0015
171,80,843.4666,0.0027
172,81,831.0476,0.0027
173,82,715.2054,0.0023
174,83,1203.9894,0.0039
175,84,1661.8687,0.0053
176,85,1746.4401,0.0056
177,86,2125.2638,0.0068
178,87,3247.2377,0.0104
179,88,2210.8436,0.0071
180,89,2069.7030,0.0066
