 ,Angle,Frequency,Normalized Frequency
1,-90,432.3453,0.0016
2,-89,533.3185,0.0020
3,-88,715.0639,0.0027
4,-87,709.5051,0.0027
5,-86,506.9461,0.0019
6,-85,898.6174,0.0034
7,-84,3367.2704,0.0128
8,-83,716.9840,0.0027
9,-82,513.1316,0.0020
10,-81,522.6845,0.0020
11,-80,333.5439,0.0013
12,-79,185.7166,0.0007
13,-78,117.1682,0.0004
14,-77,89.4448,0.0003
15,-76,59.2916,0.0002
16,-75,79.5498,0.0003
17,-74,385.5427,0.0015
18,-73,619.8830,0.0024
19,-72,401.8196,0.0015
20,-71,391.3114,0.0015
21,-70,560.6456,0.0021
22,-69,1094.8737,0.0042
23,-68,1246.3701,0.0047
24,-67,1498.5516,0.0057
25,-66,1175.5540,0.0045
26,-65,901.2433,0.0034
27,-64,647.1508,0.0025
28,-63,557.4362,0.0021
29,-62,446.2364,0.0017
30,-61,409.6879,0.0016
31,-60,315.9492,0.0012
32,-59,266.6537,0.0010
33,-58,233.4924,0.0009
34,-57,235.5602,0.0009
35,-56,527.7945,0.0020
36,-55,686.6524,0.0026
37,-54,374.7789,0.0014
38,-53,291.1734,0.0011
39,-52,342.0868,0.0013
40,-51,357.7957,0.0014
41,-50,351.9481,0.0013
42,-49,343.9015,0.0013
43,-48,361.0146,0.0014
44,-47,402.9539,0.0015
45,-46,519.2249,0.0020
46,-45,584.2707,0.0022
47,-44,361.8250,0.0014
48,-43,386.5390,0.0015
49,-42,329.4873,0.0013
50,-41,370.9640,0.0014
51,-40,409.3748,0.0016
52,-39,443.7976,0.0017
53,-38,470.7232,0.0018
54,-37,505.5005,0.0019
55,-36,649.3956,0.0025
56,-35,4759.2208,0.0181
57,-34,3338.2254,0.0127
58,-33,1245.1894,0.0047
59,-32,896.7860,0.0034
60,-31,814.5239,0.0031
61,-30,813.9286,0.0031
62,-29,844.0995,0.0032
63,-28,892.1318,0.0034
64,-27,972.4039,0.0037
65,-26,1136.6941,0.0043
66,-25,1583.5018,0.0060
67,-24,2925.5680,0.0111
68,-23,13667.8053,0.0521
69,-22,2941.3089,0.0112
70,-21,1504.1042,0.0057
71,-20,913.2273,0.0035
72,-19,762.9654,0.0029
73,-18,871.6421,0.0033
74,-17,1489.7686,0.0057
75,-16,956.4651,0.0036
76,-15,303.3889,0.0012
77,-14,209.6367,0.0008
78,-13,187.5447,0.0007
79,-12,198.2905,0.0008
80,-11,279.0951,0.0011
81,-10,393.2768,0.0015
82,-9,617.7057,0.0024
83,-8,718.4622,0.0027
84,-7,1055.9552,0.0040
85,-6,4145.1207,0.0158
86,-5,1583.5331,0.0060
87,-4,904.5798,0.0034
88,-3,1034.8185,0.0039
89,-2,946.4430,0.0036
90,-1,1000.0753,0.0038
91,0,1132.2116,0.0043
92,1,1187.8990,0.0045
93,2,1180.3521,0.0045
94,3,2108.0169,0.0080
95,4,1361.8880,0.0052
96,5,1450.3543,0.0055
97,6,1227.0909,0.0047
98,7,1043.9886,0.0040
99,8,934.5411,0.0036
100,9,979.1317,0.0037
101,10,1405.2036,0.0054
102,11,3352.6153,0.0128
103,12,2612.2225,0.0100
104,13,1789.5667,0.0068
105,14,1785.5138,0.0068
106,15,1626.5802,0.0062
107,16,7575.4488,0.0289
108,17,4069.0821,0.0155
109,18,3088.0316,0.0118
110,19,7254.7242,0.0276
111,20,5677.3521,0.0216
112,21,4614.6710,0.0176
113,22,5622.3331,0.0214
114,23,4006.8316,0.0153
115,24,3392.2879,0.0129
116,25,3342.2215,0.0127
117,26,3273.6161,0.0125
118,27,2961.8143,0.0113
119,28,2315.4300,0.0088
120,29,1925.0321,0.0073
121,30,1655.1742,0.0063
122,31,1416.1943,0.0054
123,32,1287.2978,0.0049
124,33,1259.4164,0.0048
125,34,1407.9428,0.0054
126,35,1134.8082,0.0043
127,36,958.8390,0.0037
128,37,829.6533,0.0032
129,38,747.2302,0.0028
130,39,730.1181,0.0028
131,40,799.8928,0.0030
132,41,871.4975,0.0033
133,42,906.3958,0.0035
134,43,924.2159,0.0035
135,44,922.1338,0.0035
136,45,1000.5689,0.0038
137,46,890.6345,0.0034
138,47,905.6548,0.0035
139,48,881.5763,0.0034
140,49,807.8556,0.0031
141,50,748.7457,0.0029
142,51,822.5300,0.0031
143,52,958.2751,0.0037
144,53,901.3525,0.0034
145,54,941.4524,0.0036
146,55,1014.1510,0.0039
147,56,1071.7171,0.0041
148,57,1222.6079,0.0047
149,58,1466.4360,0.0056
150,59,1833.5785,0.0070
151,60,2238.4222,0.0085
152,61,3559.6771,0.0136
153,62,2743.5685,0.0105
154,63,2262.4867,0.0086
155,64,3256.5033,0.0124
156,65,3242.9112,0.0124
157,66,1837.6300,0.0070
158,67,2373.6407,0.0090
159,68,2444.8482,0.0093
160,69,2366.6654,0.0090
161,70,1815.4166,0.0069
162,71,1707.0389,0.0065
163,72,1597.0987,0.0061
164,73,1910.7000,0.0073
165,74,1562.1173,0.0060
166,75,664.8067,0.0025
167,76,683.6313,0.0026
168,77,900.9109,0.0034
169,78,1500.2171,0.0057
170,79,1167.3264,0.0044
171,80,0.0000,0.0000
172,81,34.1652,0.0001
173,82,78.2558,0.0003
174,83,175.7718,0.0007
175,84,296.3604,0.0011
176,85,496.1992,0.0019
177,86,589.7511,0.0022
178,87,1413.5204,0.0054
179,88,383.7310,0.0015
180,89,321.3327,0.0012
