 ,Angle,Frequency,Normalized Frequency
1,-90,7945.3508,0.0210
2,-89,11642.6760,0.0308
3,-88,2600.3017,0.0069
4,-87,1326.7094,0.0035
5,-86,1617.0888,0.0043
6,-85,1642.8653,0.0043
7,-84,1569.8244,0.0041
8,-83,1803.4018,0.0048
9,-82,3604.7866,0.0095
10,-81,1933.8359,0.0051
11,-80,1304.2099,0.0034
12,-79,1974.0463,0.0052
13,-78,738.0134,0.0020
14,-77,389.8824,0.0010
15,-76,280.8465,0.0007
16,-75,223.4482,0.0006
17,-74,189.1707,0.0005
18,-73,191.9122,0.0005
19,-72,242.8375,0.0006
20,-71,359.1496,0.0009
21,-70,619.4659,0.0016
22,-69,1507.0303,0.0040
23,-68,5424.2526,0.0143
24,-67,7181.1999,0.0190
25,-66,1038.5430,0.0027
26,-65,760.5196,0.0020
27,-64,265.7216,0.0007
28,-63,237.6072,0.0006
29,-62,661.6738,0.0017
30,-61,874.8376,0.0023
31,-60,1010.3874,0.0027
32,-59,3066.1557,0.0081
33,-58,4025.4382,0.0106
34,-57,2067.8276,0.0055
35,-56,1898.7167,0.0050
36,-55,1487.6722,0.0039
37,-54,1323.3358,0.0035
38,-53,2394.9255,0.0063
39,-52,5023.4084,0.0133
40,-51,6804.7238,0.0180
41,-50,3723.4477,0.0098
42,-49,1730.5309,0.0046
43,-48,1458.7053,0.0039
44,-47,1944.2275,0.0051
45,-46,3186.8361,0.0084
46,-45,3376.5121,0.0089
47,-44,2224.7424,0.0059
48,-43,1698.7652,0.0045
49,-42,1333.2781,0.0035
50,-41,1103.8670,0.0029
51,-40,977.2690,0.0026
52,-39,904.1979,0.0024
53,-38,874.1645,0.0023
54,-37,879.6784,0.0023
55,-36,727.9681,0.0019
56,-35,534.8174,0.0014
57,-34,406.1738,0.0011
58,-33,341.7332,0.0009
59,-32,301.8677,0.0008
60,-31,276.5626,0.0007
61,-30,444.3639,0.0012
62,-29,698.7662,0.0018
63,-28,653.7407,0.0017
64,-27,859.2859,0.0023
65,-26,1677.2067,0.0044
66,-25,1929.1037,0.0051
67,-24,1085.6050,0.0029
68,-23,533.4886,0.0014
69,-22,481.4186,0.0013
70,-21,550.7151,0.0015
71,-20,646.3441,0.0017
72,-19,222.4246,0.0006
73,-18,104.7103,0.0003
74,-17,74.9612,0.0002
75,-16,79.2815,0.0002
76,-15,90.7990,0.0002
77,-14,104.0644,0.0003
78,-13,107.8526,0.0003
79,-12,161.7421,0.0004
80,-11,236.2514,0.0006
81,-10,292.8036,0.0008
82,-9,421.6895,0.0011
83,-8,526.1316,0.0014
84,-7,398.8777,0.0011
85,-6,247.2462,0.0007
86,-5,212.5226,0.0006
87,-4,263.3632,0.0007
88,-3,392.3649,0.0010
89,-2,702.4261,0.0019
90,-1,1749.8102,0.0046
91,0,3588.7870,0.0095
92,1,995.6789,0.0026
93,2,340.6793,0.0009
94,3,230.1747,0.0006
95,4,129.9924,0.0003
96,5,72.9476,0.0002
97,6,71.3969,0.0002
98,7,100.2837,0.0003
99,8,132.2651,0.0003
100,9,188.5705,0.0005
101,10,298.2549,0.0008
102,11,870.0565,0.0023
103,12,1961.3320,0.0052
104,13,3019.2795,0.0080
105,14,3333.0419,0.0088
106,15,2651.5224,0.0070
107,16,2477.9865,0.0065
108,17,3260.2075,0.0086
109,18,3638.4990,0.0096
110,19,3580.4719,0.0095
111,20,2906.7211,0.0077
112,21,3305.9296,0.0087
113,22,4637.7033,0.0123
114,23,10618.4650,0.0281
115,24,12973.9328,0.0343
116,25,2415.9289,0.0064
117,26,1358.8127,0.0036
118,27,1181.5871,0.0031
119,28,1167.6016,0.0031
120,29,1218.5252,0.0032
121,30,1341.1434,0.0035
122,31,1569.6915,0.0041
123,32,4660.1750,0.0123
124,33,5344.1686,0.0141
125,34,4493.1476,0.0119
126,35,3889.0573,0.0103
127,36,3938.1945,0.0104
128,37,2659.7458,0.0070
129,38,2451.4516,0.0065
130,39,2771.2849,0.0073
131,40,3095.6647,0.0082
132,41,3957.7409,0.0105
133,42,4867.8444,0.0129
134,43,5359.2224,0.0142
135,44,7374.5148,0.0195
136,45,5940.0641,0.0157
137,46,5235.8688,0.0138
138,47,7186.6608,0.0190
139,48,10354.9719,0.0274
140,49,10050.2521,0.0266
141,50,10803.6906,0.0286
142,51,8498.7346,0.0225
143,52,3879.7653,0.0103
144,53,2445.4911,0.0065
145,54,1954.8098,0.0052
146,55,1749.0410,0.0046
147,56,1501.4379,0.0040
148,57,1365.7337,0.0036
149,58,1420.4921,0.0038
150,59,1653.6744,0.0044
151,60,2425.5300,0.0064
152,61,2027.8276,0.0054
153,62,2245.0534,0.0059
154,63,1633.4531,0.0043
155,64,1011.3577,0.0027
156,65,830.5600,0.0022
157,66,511.9655,0.0014
158,67,427.4461,0.0011
159,68,479.9376,0.0013
160,69,647.3796,0.0017
161,70,731.2180,0.0019
162,71,848.8610,0.0022
163,72,898.3491,0.0024
164,73,551.1275,0.0015
165,74,45.5049,0.0001
166,75,0.0000,0.0000
167,76,34.3499,9.078E-5
168,77,27.9742,7.393E-5
169,78,37.1452,9.817E-5
170,79,63.9455,0.0002
171,80,97.4912,0.0003
172,81,144.2994,0.0004
173,82,208.8211,0.0006
174,83,376.1303,0.0010
175,84,352.0652,0.0009
176,85,361.4072,0.0010
177,86,430.8087,0.0011
178,87,573.5955,0.0015
179,88,1188.4415,0.0031
180,89,4322.9274,0.0114
