 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,56617.0000,1135.9281,359.0288,200.7833,113.6314,0.5514,1.7881,0.5592,0.9593
2,,3287.0000,386.9777,167.4654,24.9911,162.0530,0.2758,6.7010,0.1492,0.8927
3,,339.0000,82.3259,35.9234,12.0152,123.8673,0.6285,2.9898,0.3345,0.8956
4,,55823.0000,2075.4886,298.1804,238.3659,44.3199,0.1628,1.2509,0.7994,0.8349
5,,4026.0000,307.8061,108.1409,47.4017,85.3629,0.5340,2.2814,0.4383,0.9156
6,,5998.0000,359.9310,135.1423,56.5100,113.0548,0.5818,2.3915,0.4182,0.9454
7,,5161.0000,328.4335,100.2681,65.5362,83.6877,0.6012,1.5300,0.6536,0.9433
8,,5053.0000,329.3209,105.7657,60.8295,96.9098,0.5855,1.7387,0.5751,0.9343
9,,7256.0000,374.4163,131.6532,70.1740,52.6952,0.6504,1.8761,0.5330,0.9431
10,,12.0000,11.6569,4.5135,3.3851,90.0000,1.0000,1.3333,0.7500,1.0000
11,,4931.0000,284.6346,93.6653,67.0295,35.8057,0.7648,1.3974,0.7156,0.9537
12,,4204.0000,334.2742,138.3643,38.6856,38.9787,0.4728,3.5766,0.2796,0.9377
13,,3289.0000,249.8234,88.5063,47.3151,107.1483,0.6622,1.8706,0.5346,0.9553
14,,592.0000,137.4975,41.0824,18.3474,20.4375,0.3935,2.2391,0.4466,0.7107
15,,22.0000,15.8995,5.5545,5.0430,45.0000,1.0000,1.1014,0.9079,0.9362
16,,194.0000,58.8701,22.9534,10.7613,7.9287,0.7034,2.1330,0.4688,0.9151
17,Mean,9800.2500,404.5803,114.7630,60.4484,76.3051,0.5980,2.2624,0.5352,0.9170
18,SD,18268.5348,516.0286,97.6276,66.5906,42.7778,0.2202,1.3494,0.1989,0.0659
19,Min,12.0000,11.6569,4.5135,3.3851,7.9287,0.1628,1.1014,0.1492,0.7107
20,Max,56617.0000,2075.4886,359.0288,238.3659,162.0530,1.0000,6.7010,0.9079,1.0000
