 ,Angle,Frequency,Normalized Frequency
1,-90,1629.4495,0.0060
2,-89,1934.4818,0.0071
3,-88,1561.4009,0.0057
4,-87,1339.7459,0.0049
5,-86,1620.1751,0.0059
6,-85,2764.2686,0.0101
7,-84,2269.2007,0.0083
8,-83,1636.0806,0.0060
9,-82,1378.1978,0.0050
10,-81,2047.0345,0.0075
11,-80,2286.9932,0.0084
12,-79,2627.2432,0.0096
13,-78,3426.5381,0.0125
14,-77,3669.5821,0.0134
15,-76,6436.1143,0.0236
16,-75,6838.2398,0.0250
17,-74,1810.9070,0.0066
18,-73,1045.9208,0.0038
19,-72,904.3586,0.0033
20,-71,1062.1480,0.0039
21,-70,972.7429,0.0036
22,-69,1016.2410,0.0037
23,-68,1300.7574,0.0048
24,-67,1326.2464,0.0049
25,-66,1919.3541,0.0070
26,-65,1329.4476,0.0049
27,-64,1509.3973,0.0055
28,-63,1818.3875,0.0067
29,-62,2055.6807,0.0075
30,-61,2226.2078,0.0082
31,-60,2493.1087,0.0091
32,-59,3118.5052,0.0114
33,-58,2945.6011,0.0108
34,-57,1797.1932,0.0066
35,-56,1390.6946,0.0051
36,-55,1360.1104,0.0050
37,-54,1762.8958,0.0065
38,-53,2636.3626,0.0097
39,-52,1926.3829,0.0071
40,-51,1423.2520,0.0052
41,-50,1209.6717,0.0044
42,-49,994.0153,0.0036
43,-48,927.9893,0.0034
44,-47,1147.9716,0.0042
45,-46,1266.6561,0.0046
46,-45,3816.9879,0.0140
47,-44,4547.1221,0.0166
48,-43,4368.3306,0.0160
49,-42,4412.8882,0.0162
50,-41,2930.5081,0.0107
51,-40,1553.2542,0.0057
52,-39,897.8864,0.0033
53,-38,785.3701,0.0029
54,-37,1066.3021,0.0039
55,-36,953.5308,0.0035
56,-35,780.8714,0.0029
57,-34,669.6711,0.0025
58,-33,378.9885,0.0014
59,-32,273.0954,0.0010
60,-31,250.7787,0.0009
61,-30,242.4536,0.0009
62,-29,452.6578,0.0017
63,-28,728.8613,0.0027
64,-27,275.0508,0.0010
65,-26,283.6153,0.0010
66,-25,329.1349,0.0012
67,-24,411.2462,0.0015
68,-23,845.0295,0.0031
69,-22,764.7253,0.0028
70,-21,642.0245,0.0024
71,-20,349.8488,0.0013
72,-19,99.6993,0.0004
73,-18,118.1977,0.0004
74,-17,296.8043,0.0011
75,-16,154.3447,0.0006
76,-15,0.0000,0.0000
77,-14,70.7222,0.0003
78,-13,183.1934,0.0007
79,-12,233.4567,0.0009
80,-11,469.2049,0.0017
81,-10,667.8266,0.0024
82,-9,647.1951,0.0024
83,-8,626.0860,0.0023
84,-7,731.8749,0.0027
85,-6,853.8445,0.0031
86,-5,1206.6149,0.0044
87,-4,953.0969,0.0035
88,-3,1115.1641,0.0041
89,-2,1889.6502,0.0069
90,-1,2691.1302,0.0099
91,0,3813.8819,0.0140
92,1,1779.2144,0.0065
93,2,1135.6921,0.0042
94,3,1771.4505,0.0065
95,4,3382.7188,0.0124
96,5,1210.7460,0.0044
97,6,491.1118,0.0018
98,7,497.0421,0.0018
99,8,408.3299,0.0015
100,9,319.5023,0.0012
101,10,260.4335,0.0010
102,11,223.9803,0.0008
103,12,243.9863,0.0009
104,13,285.3249,0.0010
105,14,287.9000,0.0011
106,15,383.2891,0.0014
107,16,606.0825,0.0022
108,17,466.6412,0.0017
109,18,397.3984,0.0015
110,19,393.3619,0.0014
111,20,433.5986,0.0016
112,21,764.2413,0.0028
113,22,1168.3160,0.0043
114,23,684.2784,0.0025
115,24,550.3271,0.0020
116,25,454.0191,0.0017
117,26,404.5621,0.0015
118,27,428.3364,0.0016
119,28,438.1172,0.0016
120,29,222.8391,0.0008
121,30,282.5163,0.0010
122,31,978.4997,0.0036
123,32,1074.6778,0.0039
124,33,535.9245,0.0020
125,34,783.1588,0.0029
126,35,1250.6443,0.0046
127,36,2143.9713,0.0078
128,37,1752.7095,0.0064
129,38,1925.8655,0.0071
130,39,3006.7542,0.0110
131,40,2712.2906,0.0099
132,41,2522.3367,0.0092
133,42,4020.6714,0.0147
134,43,5881.2374,0.0215
135,44,8263.9302,0.0303
136,45,15577.4390,0.0570
137,46,6891.6041,0.0252
138,47,3454.0606,0.0126
139,48,2245.2767,0.0082
140,49,1591.8858,0.0058
141,50,1272.6636,0.0047
142,51,1206.7321,0.0044
143,52,950.0225,0.0035
144,53,654.1955,0.0024
145,54,732.1592,0.0027
146,55,1045.0075,0.0038
147,56,908.9977,0.0033
148,57,796.9114,0.0029
149,58,708.3841,0.0026
150,59,746.6148,0.0027
151,60,757.7269,0.0028
152,61,423.7862,0.0016
153,62,237.8614,0.0009
154,63,194.0701,0.0007
155,64,318.4368,0.0012
156,65,325.9406,0.0012
157,66,287.4162,0.0011
158,67,244.8510,0.0009
159,68,200.7559,0.0007
160,69,201.0963,0.0007
161,70,175.4858,0.0006
162,71,551.3472,0.0020
163,72,770.5840,0.0028
164,73,738.9485,0.0027
165,74,515.8990,0.0019
166,75,1321.1275,0.0048
167,76,1084.8427,0.0040
168,77,646.2988,0.0024
169,78,805.6535,0.0029
170,79,997.8709,0.0037
171,80,1079.1524,0.0040
172,81,1201.1010,0.0044
173,82,1489.7327,0.0055
174,83,1966.2342,0.0072
175,84,475.9913,0.0017
176,85,323.9555,0.0012
177,86,314.1292,0.0012
178,87,380.9011,0.0014
179,88,487.7070,0.0018
180,89,708.1912,0.0026
