 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,,1547,227.8061,73.1513,26.9264,38.0335,0.3746,2.7167,0.3681,0.7167
2,,9885,437.6884,140.3384,89.6830,167.8235,0.6484,1.5648,0.6390,0.9483
3,,2367,264.3503,85.1141,35.4085,53.0719,0.4256,2.4038,0.4160,0.7369
4,,13466,546.2986,186.2013,92.0801,158.2139,0.5670,2.0222,0.4945,0.9653
5,,686,132.7107,58.4686,14.9387,160.5610,0.4895,3.9139,0.2555,0.8898
6,,425,84.3259,28.6044,18.9176,169.1391,0.7511,1.5121,0.6614,0.9269
7,,630,107.9828,39.5403,20.2867,127.8443,0.6790,1.9491,0.5131,0.9285
8,,1133,169.0955,70.8129,20.3717,156.5268,0.4979,3.4760,0.2877,0.9082
9,,22998,689.2275,210.5790,139.0545,125.3170,0.6084,1.5144,0.6603,0.9525
10,,450,90.3259,35.8962,15.9615,157.5693,0.6931,2.2489,0.4447,0.9231
11,,226,62.7696,25.0185,11.5016,137.9637,0.7208,2.1752,0.4597,0.9131
12,,576,104.5685,36.7837,19.9378,20.0988,0.6620,1.8449,0.5420,0.9238
13,,1055,130.2254,39.3517,34.1350,56.5593,0.7818,1.1528,0.8674,0.9479
14,,21319,714.1808,209.7808,129.3931,131.3804,0.5252,1.6213,0.6168,0.9377
15,,12380,1018.2813,154.1849,102.2325,76.7309,0.1500,1.5082,0.6631,0.6748
16,,6850,455.1686,191.8351,45.4645,145.8174,0.4155,4.2194,0.2370,0.9337
17,,2500,323.8478,74.2594,42.8646,177.6857,0.2995,1.7324,0.5772,0.8096
18,,1577,176.0660,53.8268,37.3029,57.8537,0.6393,1.4430,0.6930,0.9174
19,,6792,410.6173,106.6031,81.1219,48.1121,0.5062,1.3141,0.7610,0.9206
20,,455,94.7696,38.5388,15.0322,79.1193,0.6366,2.5637,0.3901,0.9248
21,,123,42.2843,15.0273,10.4216,37.8285,0.8645,1.4419,0.6935,0.9111
22,,565,105.6396,38.6745,18.6009,123.8813,0.6362,2.0792,0.4810,0.9194
23,,6184,378.3158,127.0297,61.9832,128.0379,0.5430,2.0494,0.4879,0.9496
24,,902,143.0538,53.4635,21.4812,88.5736,0.5539,2.4888,0.4018,0.8796
25,Mean,4795.4583,287.9000,87.2118,46.0459,109.3226,0.5695,2.1232,0.5255,0.8941
26,SD,6650.3288,250.7942,62.8847,38.6531,50.1947,0.1608,0.7993,0.1624,0.0781
27,Min,123,42.2843,15.0273,10.4216,20.0988,0.1500,1.1528,0.2370,0.6748
28,Max,22998,1018.2813,210.5790,139.0545,177.6857,0.8645,4.2194,0.8674,0.9653
